time,x,vx,u0,roll,upos0,gx,y,vy,u1,pitch,upos1,gy,yaw,yawsp,u2,z,vz,tm,linacc,gyroacc,quatacc
13235248.00000, 0.06190, -0.18591,   -0.06174, -0.75025, -2.01338,        -0.23691, -0.07018,   0.99917, -0.80839, 0.60506,       37.08296, 60.00000, 0.07723,            0.29994, 0.30945, 0.17175,   22.33806, 1503,      3,3,3    
13245248.00000, 0.05946, -0.17250,   0.06385, -0.77852, -2.01338,         -0.23754, -0.01922,   0.78113, -0.87769, 0.60506,       37.11560, 60.00000, 0.07469,            0.29994, 0.31016, 0.30373,   21.84517, 1496,      3,3,3    
13255248.00000, 0.05755, -0.16142,   0.22646, -0.79782, -2.01338,         -0.23786, -0.04767,   0.66634, -0.92937, 0.60506,       37.15445, 60.00000, 0.07424,            0.29993, 0.31051, 0.09841,   22.60166, 1507,      3,3,3    
13265248.00000, 0.05607, -0.08246,   0.04484, -0.83498, -2.29094,         -0.23796, 0.02151,   0.45424, -0.97194, -0.34061,       37.17792, 60.00000, 0.07593,            0.30992, 0.30983, -0.07283,   23.23665, 1515,      3,3,3    
13275248.00000, 0.05544, -0.07234,   -0.04282, -0.86096, -2.29094,        -0.23783, -0.01299,   0.31852, -1.00353, -0.34061,      37.20766, 60.00000, 0.07583,            0.29992, 0.30869, -0.07854,   23.26321, 1516,      3,3,3    
13285248.00000, 0.05495, -0.01999,   -0.27343, -0.88925, -2.29094,        -0.23797, -0.01573,   0.36822, -1.02864, -0.34061,      37.23955, 60.00000, 0.07474,            0.30991, 0.30779, -0.01058,   23.01731, 1512,      3,3,3    
13295248.00000, 0.05457, -0.03434,   0.37654, -0.93097, -2.29094,         -0.23760, 0.04369,   0.33329, -1.05790, -0.34061,       37.25625, 60.00000, 0.07809,            0.29991, 0.30639, -0.03863,   23.12815, 1514,      3,3,3    
13305248.00000, 0.05412, -0.03969,   0.39970, -0.96157, -2.29094,         -0.23699, 0.05789,   0.25964, -1.07592, -0.34061,       37.27033, 60.00000, 0.07999,            0.29990, 0.30577, -0.04198,   23.14387, 1514,      3,3,3    
13315248.00000, 0.05387, -0.01136,   0.17342, -0.99903, -1.73724,         -0.23657, 0.02424,   0.39617, -1.09623, 0.25974,        37.28019, 60.00000, 0.07785,            0.30990, 0.30518, -0.04673,   23.16399, 1514,      3,3,3    
13325248.00000, 0.05375, -0.00864,   0.01589, -1.04779, -1.73724,         -0.23639, 0.02309,   0.33776, -1.10517, 0.25974,        37.27449, 60.00000, 0.07917,            0.29989, 0.30477, -0.04113,   23.14510, 1514,      3,3,3    
13335248.00000, 0.05337, -0.07988,   0.10025, -1.06771, -1.73724,         -0.23602, 0.01215,   0.38587, -1.11162, 0.25974,        37.26608, 60.00000, 0.08195,            0.30989, 0.30443, -0.03243,   23.11485, 1514,      3,3,3    
13345248.00000, 0.05279, -0.02896,   0.13728, -1.09898, -1.73724,         -0.23581, 0.00680,   0.22020, -1.10710, 0.25974,        37.25320, 60.00000, 0.08264,            0.29989, 0.30359, -0.04870,   23.17895, 1515,      3,3,3    
13355248.00000, 0.05246, -0.06069,   0.28575, -1.12359, -1.73724,         -0.23550, 0.08661,   0.48062, -1.12220, 0.25974,        37.23178, 60.00000, 0.08240,            0.29988, 0.30309, 0.06837,   22.74996, 1509,      3,3,3    
13365248.00000, 0.05208, -0.02896,   0.47901, -1.15914, -1.57584,         -0.23493, 0.03877,   0.19416, -1.12637, 0.13686,        37.21693, 60.00000, 0.08067,            0.29988, 0.30287, 0.05921,   22.78485, 1509,      3,3,3    
13375248.00000, 0.05166, -0.03000,   0.31867, -1.19704, -1.57584,         -0.23429, 0.05936,   0.23138, -1.12406, 0.13686,        37.20421, 60.00000, 0.08314,            0.30987, 0.30225, -0.10776,   23.40426, 1518,      3,3,3    
13385248.00000, 0.05138, -0.01852,   0.08227, -1.23928, -1.57584,         -0.23387, 0.02755,   0.02498, -1.10831, 0.13686,        37.18901, 60.00000, 0.08141,            0.29987, 0.30124, -0.10436,   23.39626, 1518,      3,3,3    
13395248.00000, 0.05087, -0.08365,   0.34314, -1.29489, -1.57584,         -0.23312, 0.09770,   0.04557, -1.09718, 0.13686,        37.17635, 60.00000, 0.08178,            0.29987, 0.30057, -0.11670,   23.44556, 1518,      3,3,3    
13405248.00000, 0.05004, -0.06507,   0.71283, -1.33731, -1.57584,         -0.23207, 0.06760,   -0.00834, -1.08102, 0.13686,       37.14563, 60.00000, 0.08562,            0.29986, 0.29929, -0.12899,   23.49953, 1519,      3,3,3    
13415248.00000, 0.04926, -0.09709,   0.46920, -1.37768, -1.64477,         -0.23129, 0.10905,   0.00438, -1.04948, 0.09337,        37.11672, 60.00000, 0.08604,            0.29986, 0.29824, -0.11977,   23.46949, 1519,      3,3,3    
13425248.00000, 0.04839, -0.05324,   0.05232, -1.41375, -1.64477,         -0.23030, 0.05637,   -0.05795, -1.03079, 0.09337,       37.07256, 60.00000, 0.08507,            0.29986, 0.29803, -0.14215,   23.55226, 1520,      3,3,3    
13435248.00000, 0.04782, 0.00856,   0.08441, -1.44996, -1.64477,          -0.22948, 0.09246,   0.04949, -1.01193, 0.09337,        37.02174, 60.00000, 0.08816,            0.29986, 0.29712, -0.13747,   23.53957, 1520,      3,3,3    
13445248.00000, 0.04813, 0.01953,   0.14860, -1.48188, -1.64477,          -0.22868, 0.03923,   0.05651, -1.00590, 0.09337,        36.95567, 60.00000, 0.09050,            0.28986, 0.29569, -0.11350,   23.45840, 1518,      3,3,3    
13455248.00000, 0.04840, 0.05393,   0.40489, -1.49816, -1.64477,          -0.22776, 0.10174,   0.06244, -0.98032, 0.09337,        36.90438, 60.00000, 0.08938,            0.28986, 0.29453, -0.12067,   23.49159, 1519,      3,3,3    
13465248.00000, 0.04863, -0.03809,   0.31642, -1.52328, -1.43101,         -0.22686, 0.10527,   -0.10572, -0.95002, 0.69500,       36.84423, 60.00000, 0.08878,            0.28986, 0.29368, -0.06960,   23.30692, 1516,      3,3,3    
13475248.00000, 0.04825, -0.06043,   0.04585, -1.55087, -1.43101,         -0.22616, 0.07973,   0.02087, -0.91277, 0.69500,        36.77064, 60.00000, 0.09099,            0.29985, 0.29310, -0.05876,   23.26933, 1516,      3,3,3    
13485248.00000, 0.04779, -0.02621,   0.02135, -1.57607, -1.43101,         -0.22558, 0.02070,   0.05771, -0.88226, 0.69500,        36.70382, 60.00000, 0.09219,            0.29985, 0.29392, -0.04319,   23.20765, 1515,      3,3,3    
13495248.00000, 0.04725, -0.07336,   0.30792, -1.59697, -1.43101,         -0.22501, 0.09407,   0.24246, -0.86488, 0.69500,        36.63063, 60.00000, 0.09229,            0.28985, 0.29397, -0.04233,   23.20476, 1515,      3,3,3    
13505248.00000, 0.04675, -0.03842,   0.54386, -1.62224, -1.43101,         -0.22438, 0.02805,   -0.03938, -0.83417, 0.69500,       36.55714, 60.00000, 0.09238,            0.29985, 0.29408, -0.05075,   23.23609, 1515,      3,3,3    
13515248.00000, 0.04623, -0.04131,   0.11432, -1.64288, -1.78324,         -0.22388, 0.02540,   -0.06611, -0.79444, 0.20297,       36.48114, 60.00000, 0.09524,            0.29985, 0.29426, -0.04182,   23.20090, 1515,      3,3,3    
13525248.00000, 0.04591, -0.02086,   -0.07308, -1.67267, -1.78324,        -0.22379, 0.01470,   -0.01117, -0.77236, 0.20297,       36.40126, 60.00000, 0.09228,            0.28985, 0.29349, -0.02626,   23.14734, 1514,      3,3,3    
13535248.00000, 0.04545, -0.06929,   0.05076, -1.68656, -1.78324,         -0.22357, 0.03357,   -0.27450, -0.73039, 0.20297,       36.32510, 60.00000, 0.09287,            0.27986, 0.29210, -0.01312,   23.10614, 1514,      3,3,3    
13545248.00000, 0.04493, -0.03248,   0.37841, -1.70722, -1.78324,         -0.22326, 0.00040,   -0.17381, -0.69101, 0.20297,       36.26008, 60.00000, 0.09342,            0.28985, 0.29088, -0.03650,   23.19921, 1515,      3,3,3    
13555248.00000, 0.04455, -0.07421,   0.20500, -1.73840, -1.78324,         -0.22238, 0.13857,   -0.39830, -0.64065, 0.20297,       36.20600, 60.00000, 0.09069,            0.28985, 0.28987, 0.01062,   23.03026, 1513,      3,3,3    
13565248.00000, 0.04394, -0.07683,   0.20335, -1.76302, -1.19426,         -0.22152, 0.09656,   -0.18463, -0.58792, -0.00112,      36.14512, 60.00000, 0.09365,            0.28985, 0.28904, 0.00807,   23.04333, 1513,      3,3,3    
13575248.00000, 0.04291, -0.06479,   0.60268, -1.80768, -1.19426,         -0.22006, 0.16514,   -0.32737, -0.54182, -0.00112,      36.08676, 60.00000, 0.09483,            0.27985, 0.28654, -0.01874,   23.15662, 1514,      3,3,3    
13585248.00000, 0.04237, -0.03085,   0.37163, -1.83683, -1.19426,         -0.21892, 0.04464,   -0.23179, -0.49799, -0.00112,      36.02827, 60.00000, 0.08871,            0.25986, 0.28408, -0.05440,   23.29984, 1516,      3,3,3    
13595248.00000, 0.04263, 0.05686,   0.57769, -1.85020, -1.19426,          -0.21793, 0.11959,   -0.33132, -0.45649, -0.00112,      35.97417, 60.00000, 0.09101,            0.27985, 0.28329, -0.07181,   23.36957, 1517,      3,3,3    
13605248.00000, 0.04313, 0.10884,   0.29178, -1.89003, -1.19426,          -0.21711, 0.09121,   -0.53607, -0.40208, -0.00112,      35.93757, 60.00000, 0.09259,            0.28984, 0.28306, -0.19467,   23.82397, 1523,      3,3,3    
13615248.00000, 0.04371, -0.00950,   0.39617, -1.94105, -1.39397,         -0.21585, 0.12324,   -0.09162, -0.35814, 0.93385,       35.88585, 60.00000, 0.08969,            0.27983, 0.28182, -0.19249,   23.82131, 1523,      3,3,3    
13625248.00000, 0.04349, -0.03571,   0.39582, -1.94770, -1.39397,         -0.21503, 0.04604,   -0.13025, -0.31473, 0.93385,       35.84040, 60.00000, 0.08969,            0.29982, 0.28256, -0.06274,   23.33862, 1517,      3,3,3    
13635248.00000, 0.04331, -0.02606,   0.15010, -1.95849, -1.39397,         -0.21430, 0.05799,   -0.22588, -0.25815, 0.93385,       35.80125, 60.00000, 0.09096,            0.28983, 0.28289, -0.05256,   23.29872, 1516,      3,3,3    
13645248.00000, 0.04286, -0.05811,   0.23564, -1.99383, -1.39397,         -0.21372, 0.05828,   -0.28614, -0.21667, 0.93385,       35.75605, 60.00000, 0.08788,            0.28982, 0.28450, -0.01998,   23.17036, 1514,      3,3,3    
13655248.00000, 0.04225, -0.06311,   0.49067, -2.01142, -1.39397,         -0.21319, 0.05853,   -0.19113, -0.16186, 0.93385,       35.70366, 60.00000, 0.09422,            0.28982, 0.28532, -0.01574,   23.15119, 1514,      3,3,3    
13665248.00000, 0.04200, 0.01040,   0.45695, -2.04013, -1.52935,          -0.21290, 0.06136,   -0.46459, -0.11798, 0.03658,       35.65164, 60.00000, 0.09230,            0.29981, 0.28626, -0.00546,   23.10904, 1514,      3,3,3    
13675248.00000, 0.04277, 0.09106,   -0.06704, -2.04638, -1.52935,         -0.21215, 0.09251,   -0.50988, -0.05189, 0.03658,       35.58999, 60.00000, 0.09251,            0.28981, 0.28643, 0.00389,   23.07281, 1513,      3,3,3    
13685248.00000, 0.04333, 0.11390,   0.19281, -2.05468, -1.52935,          -0.21135, 0.08931,   -0.77002, 0.02040, 0.03658,        35.54362, 60.00000, 0.09607,            0.29981, 0.28826, 0.03358,   22.95516, 1511,      3,3,3    
13695248.00000, 0.04415, 0.12915,   0.39757, -2.08075, -1.52935,          -0.21009, 0.14173,   -0.57064, 0.07962, 0.03658,        35.49773, 60.00000, 0.09040,            0.28981, 0.28845, 0.02646,   22.97990, 1512,      3,3,3    
13705248.00000, 0.04515, 0.11677,   0.44759, -2.10022, -1.52935,          -0.20912, 0.10681,   -0.45892, 0.14119, 0.03658,        35.44504, 60.00000, 0.09221,            0.27981, 0.28753, -0.00628,   23.10540, 1514,      3,3,3    
13715248.00000, 0.04662, 0.13971,   0.21513, -2.11529, -1.24460,          -0.20794, 0.10556,   -0.41383, 0.18924, 0.99228,        35.39940, 60.00000, 0.09382,            0.28980, 0.28620, -0.20659,   23.85148, 1524,      3,3,3    
13725248.00000, 0.04733, -0.01216,   0.46598, -2.15002, -1.24460,         -0.20718, 0.08355,   -0.40742, 0.25258, 0.99228,        35.36880, 60.00000, 0.09166,            0.28979, 0.28447, -0.20687,   23.86184, 1524,      3,3,3    
13735248.00000, 0.04712, -0.06550,   0.45113, -2.15817, -1.24460,         -0.20662, 0.06481,   -0.54176, 0.32465, 0.99228,        35.33114, 60.00000, 0.09130,            0.27980, 0.28231, -0.22660,   23.94638, 1525,      3,3,3    
13745248.00000, 0.04668, -0.02864,   0.13040, -2.17061, -1.24460,         -0.20611, 0.08765,   -0.40655, 0.38801, 0.99228,        35.29163, 60.00000, 0.09209,            0.25981, 0.27815, -0.25197,   24.05995, 1527,      3,3,3    
13755248.00000, 0.04618, -0.05773,   0.30579, -2.20736, -1.24460,         -0.20542, 0.06034,   -0.56578, 0.45808, 0.99228,        35.26073, 60.00000, 0.08912,            0.25980, 0.27564, -0.25049,   24.06800, 1527,      3,3,3    
13765248.00000, 0.04570, 0.01813,   0.44810, -2.22637, -1.45327,          -0.20495, 0.03823,   -0.69320, 0.51935, 0.09816,        35.22125, 60.00000, 0.09477,            0.27978, 0.27500, -0.23527,   24.01627, 1526,      3,3,3    
13775248.00000, 0.04591, 0.02652,   0.47122, -2.24767, -1.45327,          -0.20481, 0.04994,   -0.67164, 0.58723, 0.09816,        35.18367, 60.00000, 0.09295,            0.27977, 0.27404, -0.22089,   23.96796, 1525,      3,3,3    
13785248.00000, 0.04632, 0.11484,   0.26485, -2.28646, -1.45327,          -0.20465, 0.03299,   -0.94184, 0.66496, 0.09816,        35.12361, 60.00000, 0.09203,            0.27976, 0.27371, -0.37239,   24.53047, 1533,      3,3,3    
13795248.00000, 0.04718, 0.13193,   0.20326, -2.29206, -1.45327,          -0.20378, 0.11019,   -0.73805, 0.73072, 0.09816,        35.07725, 60.00000, 0.09738,            0.27975, 0.27175, -0.35658,   24.48066, 1532,      3,3,3    
13805248.00000, 0.04788, 0.04803,   0.64614, -2.31752, -1.45327,          -0.20291, 0.08388,   -0.53621, 0.79065, 0.09816,        35.01560, 60.00000, 0.09273,            0.29973, 0.27380, -0.07660,   23.43631, 1518,      3,3,3    
13815248.00000, 0.04896, 0.15164,   0.45027, -2.33892, -1.30982,          -0.20186, 0.12950,   -0.41990, 0.83718, 0.65998,        34.95646, 60.00000, 0.09894,            0.27974, 0.27434, -0.06247,   23.38014, 1517,      3,3,3    
13825248.00000, 0.04988, 0.07930,   0.39635, -2.37362, -1.30982,          -0.20096, 0.06823,   -0.66353, 0.87954, 0.65998,        34.89741, 60.00000, 0.09639,            0.28972, 0.27664, 0.00040,   23.13695, 1514,      3,3,3    
13835248.00000, 0.05055, 0.04820,   0.62105, -2.40980, -1.30982,          -0.20016, 0.12058,   -0.65884, 0.95105, 0.65998,        34.82860, 60.00000, 0.09533,            0.28970, 0.27891, 0.03115,   23.01250, 1512,      3,3,3    
13845248.00000, 0.05078, -0.05371,   0.74165, -2.42398, -1.30982,         -0.19943, 0.09221,   -0.60476, 1.02192, 0.65998,        34.76861, 60.00000, 0.10057,            0.28969, 0.28055, 0.03934,   22.97463, 1512,      3,3,3    
13855248.00000, 0.05031, -0.09074,   0.19504, -2.44679, -1.30982,         -0.19888, 0.07580,   -0.90561, 1.09717, 0.65998,        34.71510, 60.00000, 0.09200,            0.28968, 0.28286, 0.06818,   22.85565, 1510,      3,3,3    
13865248.00000, 0.04950, 0.00194,   0.53803, -2.47153, -1.31707,          -0.19816, 0.03843,   -1.01520, 1.17867, -0.03712,       34.67468, 60.00000, 0.09360,            0.28967, 0.28631, 0.10357,   22.70897, 1508,      3,3,3    
13875248.00000, 0.04948, -0.01815,   0.63607, -2.49018, -1.31707,         -0.19717, 0.18506,   -0.79026, 1.23984, -0.03712,       34.64373, 60.00000, 0.09224,            0.28966, 0.28760, 0.24646,   22.17359, 1500,      3,3,3    
13885248.00000, 0.04954, 0.07550,   0.21461, -2.51755, -1.31707,          -0.19604, 0.12983,   -0.90393, 1.30563, -0.03712,       34.61254, 60.00000, 0.09041,            0.29963, 0.28976, 0.24673,   22.16077, 1500,      3,3,3    
13895248.00000, 0.05096, 0.23200,   0.46021, -2.53165, -1.31707,          -0.19491, 0.13787,   -0.97368, 1.37461, -0.03712,       34.61011, 60.00000, 0.09479,            0.28963, 0.29123, 0.09030,   22.73229, 1508,      3,3,3    
13905248.00000, 0.05261, 0.20374,   0.60795, -2.55245, -1.31707,          -0.19380, 0.14456,   -0.84464, 1.44175, -0.03712,       34.60100, 60.00000, 0.08250,            0.28962, 0.29127, 0.08572,   22.74870, 1509,      3,3,3    
13915248.00000, 0.05415, 0.06897,   0.57547, -2.57135, -0.91759,          -0.19272, 0.06144,   -0.53921, 1.50145, 1.50634,        34.61425, 60.00000, 0.08651,            0.27962, 0.29085, 0.04824,   22.88766, 1511,      3,3,3    
13925248.00000, 0.05452, 0.00370,   0.30702, -2.59481, -0.91759,          -0.19234, 0.01966,   -0.53119, 1.55187, 1.50634,        34.64114, 60.00000, 0.08802,            0.28960, 0.29035, 0.02977,   22.95755, 1512,      3,3,3    
13935248.00000, 0.05471, 0.01096,   0.61719, -2.62062, -0.91759,          -0.19192, 0.00921,   -0.61456, 1.60895, 1.50634,        34.66984, 60.00000, 0.07917,            0.28958, 0.29036, 0.02666,   22.97038, 1512,      3,3,3    
13945248.00000, 0.05454, -0.06900,   0.68681, -2.62640, -0.91759,         -0.19148, 0.11079,   -0.54915, 1.67128, 1.50634,        34.72523, 60.00000, 0.08238,            0.28957, 0.28947, -0.03934,   23.21926, 1515,      3,3,3    
13955248.00000, 0.05414, 0.01424,   0.15762, -2.63705, -0.91759,          -0.19091, 0.06642,   -0.65822, 1.72456, 1.50634,        34.78965, 60.00000, 0.07664,            0.27958, 0.28772, -0.05329,   23.27819, 1516,      3,3,3    
13965248.00000, 0.05418, -0.00864,   0.33460, -2.64568, -1.29708,         -0.19086, -0.03796,   -0.70139, 1.77113, 0.53899,       34.85432, 60.00000, 0.07836,            0.28955, 0.28765, -0.02104,   23.15984, 1514,      3,3,3    
13975248.00000, 0.05410, -0.02183,   0.31006, -2.63917, -1.29708,         -0.19111, -0.02816,   -0.84702, 1.81445, 0.53899,       34.94138, 60.00000, 0.07449,            0.27956, 0.28697, -0.02241,   23.16952, 1514,      3,3,3    
13985248.00000, 0.05409, 0.05017,   -0.02111, -2.63210, -1.29708,         -0.19127, 0.00980,   -0.93534, 1.88018, 0.53899,        35.01889, 60.00000, 0.07260,            0.27955, 0.28620, -0.07559,   23.36982, 1517,      3,3,3    
13995248.00000, 0.05456, 0.03443,   0.14285, -2.63475, -1.29708,          -0.19103, 0.00516,   -0.80528, 1.92782, 0.53899,        35.11449, 60.00000, 0.07712,            0.28953, 0.28540, -0.08956,   23.42463, 1518,      3,3,3    
14005248.00000, 0.05537, 0.17526,   0.16707, -2.62846, -1.29708,          -0.19071, 0.11267,   -0.61609, 1.97116, 0.53899,        35.20157, 60.00000, 0.07212,            0.27954, 0.28341, -0.10636,   23.49592, 1519,      3,3,3    
14015248.00000, 0.05708, 0.08763,   0.39814, -2.61107, -1.05603,          -0.19016, 0.01286,   -0.52523, 2.00352, 1.38276,        35.28037, 60.00000, 0.07217,            0.27954, 0.28160, -0.11026,   23.52012, 1519,      3,3,3    
14025248.00000, 0.05828, 0.19095,   0.10145, -2.60277, -1.05603,          -0.19022, 0.00886,   -0.60455, 2.04021, 1.38276,        35.36772, 60.00000, 0.07657,            0.25957, 0.27919, -0.11433,   23.54692, 1520,      3,3,3    
14035248.00000, 0.05974, 0.07791,   -0.05747, -2.60092, -1.05603,         -0.19004, 0.01790,   -0.51191, 2.07503, 1.38276,        35.44626, 60.00000, 0.07337,            0.27953, 0.27701, -0.12420,   23.59419, 1520,      3,3,3    
14045248.00000, 0.06056, 0.09155,   0.33840, -2.58579, -1.05603,          -0.18959, 0.03736,   -0.50460, 2.11437, 1.38276,        35.51813, 60.00000, 0.07426,            0.25956, 0.27293, -0.17839,   23.81554, 1523,      3,3,3    
14055248.00000, 0.06104, 0.00058,   0.26372, -2.56431, -1.05603,          -0.18910, 0.05607,   -0.68640, 2.15589, 1.38276,        35.59217, 60.00000, 0.07805,            0.24957, 0.26984, -0.23505,   24.04144, 1526,      3,3,3    
14065248.00000, 0.06130, 0.04907,   -0.10687, -2.56020, -1.33504,         -0.18915, 0.02163,   -0.89294, 2.20673, 0.52758,        35.65688, 60.00000, 0.07297,            0.25955, 0.26622, -0.24000,   24.07901, 1527,      3,3,3    
14075248.00000, 0.06166, 0.02077,   0.05655, -2.54947, -1.33504,          -0.18944, -0.06556,   -0.88091, 2.25998, 0.52758,       35.71493, 60.00000, 0.07649,            0.27951, 0.26442, -0.28337,   24.24813, 1529,      3,3,3    
14085248.00000, 0.06175, 0.00688,   0.04263, -2.51882, -1.33504,          -0.18983, -0.04273,   -0.67395, 2.29725, 0.52758,       35.77833, 60.00000, 0.07919,            0.25954, 0.26135, -0.29709,   24.31340, 1530,      3,3,3    
14095248.00000, 0.06184, -0.00596,   0.14485, -2.49932, -1.33504,         -0.19032, -0.02066,   -0.54728, 2.32410, 0.52758,       35.82863, 60.00000, 0.07529,            0.25954, 0.25957, -0.28569,   24.27980, 1530,      3,3,3    
14105248.00000, 0.06203, 0.00848,   -0.09876, -2.48463, -1.33504,         -0.19089, -0.04128,   -0.64309, 2.34191, 0.52758,       35.88798, 60.00000, 0.07443,            0.25954, 0.25823, -0.25400,   24.16999, 1528,      3,3,3    
14115248.00000, 0.06200, -0.00099,   -0.11026, -2.47183, -1.85421,        -0.19112, -0.02195,   -0.64204, 2.36664, 0.57701,       35.93826, 60.00000, 0.07961,            0.27950, 0.25829, -0.19941,   23.96811, 1525,      3,3,3    
14125248.00000, 0.06190, -0.01246,   -0.13787, -2.46117, -1.85421,        -0.19134, -0.02529,   -0.67116, 2.39829, 0.57701,       35.98161, 60.00000, 0.07913,            0.27950, 0.25909, 0.02258,   23.14396, 1514,      3,3,3    
14135248.00000, 0.06203, 0.01467,   -0.10369, -2.42841, -1.85421,         -0.19184, -0.05337,   -0.58348, 2.43003, 0.57701,       36.01866, 60.00000, 0.07657,            0.25953, 0.26051, 0.04057,   23.06963, 1513,      3,3,3    
14145248.00000, 0.06215, 0.00020,   -0.12713, -2.37993, -1.85421,         -0.19210, 0.00111,   -0.76000, 2.45968, 0.57701,        36.04723, 60.00000, 0.08182,            0.25954, 0.26168, -0.06065,   23.43875, 1518,      3,3,3    
14155248.00000, 0.06216, -0.00096,   -0.43912, -2.35356, -1.85421,        -0.19228, -0.00954,   -0.70217, 2.48951, 0.57701,       36.07546, 60.00000, 0.07589,            0.25954, 0.26251, -0.03119,   23.32606, 1517,      3,3,3    
14165248.00000, 0.06234, 0.09724,   -0.29258, -2.33198, -1.70189,         -0.19266, -0.06880,   -0.57410, 2.51032, 0.52927,       36.11274, 60.00000, 0.07754,            0.27950, 0.26342, -0.00287,   23.21585, 1515,      3,3,3    
14175248.00000, 0.06291, 0.02937,   0.08033, -2.31681, -1.70189,          -0.19305, -0.03488,   -0.58583, 2.52893, 0.52927,       36.14782, 60.00000, 0.07985,            0.27950, 0.26590, 0.01772,   23.12672, 1514,      3,3,3    
14185248.00000, 0.06338, 0.02459,   -0.19801, -2.29082, -1.70189,         -0.19379, -0.04981,   -0.66168, 2.55834, 0.52927,       36.19157, 60.00000, 0.07564,            0.25953, 0.26637, 0.02380,   23.10225, 1514,      3,3,3    
14195248.00000, 0.06380, 0.02521,   -0.25234, -2.25608, -1.70189,         -0.19457, -0.05708,   -0.56567, 2.58304, 0.52927,       36.24227, 60.00000, 0.07417,            0.28948, 0.26987, 0.07044,   22.91171, 1511,      3,3,3    
14205248.00000, 0.06392, 0.01083,   -0.19812, -2.22607, -1.70189,         -0.19497, -0.02850,   -0.64189, 2.59898, 0.52927,       36.29537, 60.00000, 0.07366,            0.28948, 0.27307, 0.11417,   22.73430, 1508,      3,3,3    
14215248.00000, 0.06415, 0.02782,   -0.33980, -2.21139, -1.82313,         -0.19550, -0.04797,   -0.60950, 2.61670, 0.60538,       36.35928, 60.00000, 0.07538,            0.28948, 0.27607, 0.14341,   22.61118, 1507,      3,3,3    
14225248.00000, 0.06437, 0.00558,   -0.08490, -2.18810, -1.82313,         -0.19583, -0.02658,   -0.55584, 2.63027, 0.60538,       36.41900, 60.00000, 0.07112,            0.27950, 0.27841, 0.14387,   22.59676, 1506,      3,3,3    
14235248.00000, 0.06471, 0.02926,   -0.06291, -2.15388, -1.82313,         -0.19638, -0.04488,   -0.76508, 2.65415, 0.60538,       36.49853, 60.00000, 0.07213,            0.27950, 0.28048, 0.13257,   22.62896, 1507,      3,3,3    
14245248.00000, 0.06527, 0.10653,   -0.16395, -2.11740, -1.82313,         -0.19729, -0.15476,   -0.55148, 2.67192, 0.60538,       36.56502, 60.00000, 0.07401,            0.27950, 0.28301, 0.15359,   22.53733, 1506,      3,3,3    
14255248.00000, 0.06616, 0.05048,   -0.72887, -2.08094, -1.82313,         -0.19869, -0.09788,   -0.79123, 2.68972, 0.60538,       36.63151, 60.00000, 0.06989,            0.28949, 0.28518, 0.12168,   22.64775, 1507,      3,3,3    
14265248.00000, 0.06684, 0.07967,   -0.62349, -2.03787, -2.21413,         -0.19927, -0.06978,   -0.61727, 2.70977, 0.82975,       36.69807, 60.00000, 0.07014,            0.27951, 0.28549, 0.11089,   22.68448, 1508,      3,3,3    
14275248.00000, 0.06760, 0.04703,   -0.19820, -1.99700, -2.21413,         -0.20001, -0.06474,   -0.54779, 2.71461, 0.82975,       36.75840, 60.00000, 0.07512,            0.28950, 0.28702, 0.10863,   22.68315, 1508,      3,3,3    
14285248.00000, 0.06788, -0.00036,   -0.20263, -1.97607, -2.21413,        -0.20059, -0.12546,   -0.63322, 2.73478, 0.82975,       36.82459, 60.00000, 0.07310,            0.27951, 0.28838, 0.10335,   22.69603, 1508,      3,3,3    
14295248.00000, 0.06757, -0.03496,   -0.27318, -1.95259, -2.21413,        -0.20182, -0.07147,   -0.68340, 2.77088, 0.82975,       36.87486, 60.00000, 0.07180,            0.28949, 0.28929, 0.11090,   22.66383, 1507,      3,3,3    
14305248.00000, 0.06744, 0.03432,   -0.16564, -1.94241, -2.21413,         -0.20256, -0.09864,   -0.43869, 2.78042, 0.82975,       36.92568, 60.00000, 0.07243,            0.28949, 0.29048, -0.02006,   23.14041, 1514,      3,3,3    
14315248.00000, 0.06731, -0.01572,   -0.39843, -1.93916, -2.25126,        -0.20340, -0.05873,   -0.51527, 2.78759, 0.75715,       36.98528, 60.00000, 0.07287,            0.28949, 0.29045, -0.02588,   23.16311, 1514,      3,3,3    
14325248.00000, 0.06721, 0.02663,   -0.36287, -1.92011, -2.25126,         -0.20395, -0.08646,   -0.55228, 2.81511, 0.75715,       37.02910, 60.00000, 0.07483,            0.29947, 0.29220, 0.12793,   22.58570, 1506,      3,3,3    
14335248.00000, 0.06764, 0.03157,   -0.40705, -1.88786, -2.25126,         -0.20488, -0.06931,   -0.41154, 2.82471, 0.75715,       37.08034, 60.00000, 0.07270,            0.29947, 0.29421, 0.12967,   22.56859, 1506,      3,3,3    
14345248.00000, 0.06800, 0.10119,   -0.10003, -1.84664, -2.25126,         -0.20548, -0.04422,   -0.46306, 2.83039, 0.75715,       37.11858, 60.00000, 0.07889,            0.28950, 0.29477, 0.13353,   22.55116, 1506,      3,3,3    
14355248.00000, 0.06864, 0.03767,   -0.41101, -1.82689, -2.25126,         -0.20584, -0.03306,   -0.54092, 2.83661, 0.75715,       37.13204, 60.00000, 0.07739,            0.29948, 0.29664, 0.14436,   22.50259, 1505,      3,3,3    
