time,x,vx,u0,roll,upos0,gx,y,vy,u1,pitch,upos1,gy,yaw,yawsp,u2,z,vz,tm,linacc,gyroacc,quatacc
9413948.00000, -0.08770, -0.45350,   0.48222, -1.05712, -0.44407,         -0.01985, -0.16316,   -0.23112, 4.60586, -2.08070,      38.20713, 60.00000, 0.09052,            0.22922, 0.22107, 0.19012,   22.71808, 1508,      3,3,3    
9423948.00000, -0.09093, -0.31685,   0.88162, -1.12110, -0.44407,         -0.02088, -0.09858,   -0.01667, 4.48083, -2.08070,      38.11683, 60.00000, 0.09180,            0.23922, 0.22406, 0.20081,   22.66531, 1507,      3,3,3    
9433948.00000, -0.09488, -0.43760,   0.98975, -1.18359, -0.44407,         -0.02228, -0.12423,   -0.04146, 4.37134, -2.08070,      38.03527, 60.00000, 0.09127,            0.21931, 0.22577, 0.19328,   22.68540, 1508,      3,3,3    
9443948.00000, -0.09814, -0.38598,   0.72438, -1.24413, -0.44407,         -0.02295, -0.06082,   -0.00956, 4.25509, -2.08070,      37.96066, 60.00000, 0.08829,            0.23928, 0.22952, 0.21916,   22.56875, 1506,      3,3,3    
9453948.00000, -0.10250, -0.43845,   0.99372, -1.30675, -0.44407,         -0.02382, -0.09882,   0.06448, 4.12364, -2.08070,       37.87987, 60.00000, 0.08906,            0.22934, 0.23213, 0.23646,   22.49325, 1505,      3,3,3    
9463948.00000, -0.10575, -0.39613,   0.75879, -1.38279, -0.71604,         -0.02458, -0.11186,   0.11396, 3.98775, -3.14962,       37.79894, 60.00000, 0.09210,            0.21940, 0.23337, 0.12225,   22.90715, 1511,      3,3,3    
9473948.00000, -0.11012, -0.48565,   0.68880, -1.45677, -0.71604,         -0.02600, -0.18756,   0.05334, 3.84532, -3.14962,       37.71840, 60.00000, 0.09141,            0.25933, 0.23716, 0.14265,   22.81198, 1509,      3,3,3    
9483948.00000, -0.11382, -0.48687,   1.14956, -1.53981, -0.71604,         -0.02715, -0.08819,   -0.01338, 3.70737, -3.14962,      37.63770, 60.00000, 0.08861,            0.24939, 0.24097, 0.32425,   22.12488, 1500,      3,3,3    
9493948.00000, -0.11857, -0.52506,   0.96786, -1.60105, -0.71604,         -0.02818, -0.12250,   0.04798, 3.56941, -3.14962,       37.56438, 60.00000, 0.09162,            0.25939, 0.24483, 0.33254,   22.07349, 1499,      3,3,3    
9503948.00000, -0.12239, -0.46064,   0.99088, -1.67755, -0.71604,         -0.02912, -0.15150,   0.26320, 3.41222, -3.14962,       37.47148, 60.00000, 0.09341,            0.27938, 0.25337, 0.41734,   21.71681, 1494,      3,3,3    
9513948.00000, -0.12785, -0.65872,   0.66379, -1.75640, -1.03417,         -0.03068, -0.16432,   0.12786, 3.26145, -3.43543,       37.38294, 60.00000, 0.09031,            0.27942, 0.26193, 0.48108,   21.43512, 1490,      3,3,3    
9523948.00000, -0.13261, -0.47020,   1.27786, -1.85126, -1.03417,         -0.03146, -0.08045,   0.24171, 3.11281, -3.43543,       37.30306, 60.00000, 0.09254,            0.25948, 0.26729, 0.47103,   21.44942, 1490,      3,3,3    
9533948.00000, -0.13803, -0.57631,   1.21459, -1.94435, -1.03417,         -0.03222, -0.10460,   0.29875, 2.95772, -3.43543,       37.22592, 60.00000, 0.09361,            0.25950, 0.27211, 0.55328,   21.12065, 1485,      3,3,3    
9543948.00000, -0.14222, -0.49784,   1.13481, -2.04185, -1.03417,         -0.03295, -0.08806,   0.27646, 2.81595, -3.43543,       37.14630, 60.00000, 0.08919,            0.25952, 0.27635, 0.54294,   21.13642, 1486,      3,3,3    
9553948.00000, -0.14757, -0.59668,   1.22322, -2.13321, -1.03417,         -0.03410, -0.13260,   0.30669, 2.67633, -3.43543,       37.07583, 60.00000, 0.09268,            0.28948, 0.28020, 0.36593,   21.77172, 1495,      3,3,3    
9563948.00000, -0.15184, -0.41636,   0.94924, -2.23111, -0.97924,         -0.03470, -0.03914,   0.18873, 2.51241, -4.35572,       37.00401, 60.00000, 0.09131,            0.27952, 0.28519, 0.37210,   21.72070, 1494,      3,3,3    
9573948.00000, -0.15653, -0.52379,   1.13344, -2.31653, -0.97924,         -0.03563, -0.08502,   0.26234, 2.37449, -4.35572,       36.95618, 60.00000, 0.08628,            0.27953, 0.28711, 0.33762,   21.84015, 1496,      3,3,3    
9583948.00000, -0.16028, -0.42387,   1.36434, -2.40622, -0.97924,         -0.03617, -0.11095,   0.30138, 2.20585, -4.35572,       36.90066, 60.00000, 0.08923,            0.28953, 0.28932, 0.32048,   21.89473, 1496,      3,3,3    
9593948.00000, -0.16537, -0.53367,   0.98021, -2.48748, -0.97924,         -0.03794, -0.17293,   0.31528, 2.05476, -4.35572,       36.85375, 60.00000, 0.08891,            0.29952, 0.29341, 0.35207,   21.75349, 1494,      3,3,3    
9603948.00000, -0.16933, -0.48899,   1.13500, -2.59344, -0.97924,         -0.03914, -0.16339,   0.29402, 1.88797, -4.35572,       36.81618, 60.00000, 0.08385,            0.29953, 0.29694, 0.35524,   21.72441, 1494,      3,3,3    
9613948.00000, -0.17475, -0.61184,   1.48047, -2.69038, -1.18185,         -0.04075, -0.16273,   0.36513, 1.73870, -3.98550,       36.78282, 60.00000, 0.08753,            0.28955, 0.29876, 0.31274,   21.87634, 1496,      3,3,3    
9623948.00000, -0.17920, -0.47120,   1.23881, -2.77659, -1.18185,         -0.04150, -0.08665,   0.52627, 1.57809, -3.98550,       36.75906, 60.00000, 0.08518,            0.29953, 0.30167, 0.32394,   21.81822, 1495,      3,3,3    
9633948.00000, -0.18454, -0.51707,   0.97872, -2.85841, -1.18185,         -0.04276, -0.17279,   0.46374, 1.42610, -3.98550,       36.74189, 60.00000, 0.08119,            0.29953, 0.30487, 0.33296,   21.76600, 1495,      3,3,3    
9643948.00000, -0.18822, -0.42213,   1.16930, -2.94496, -1.18185,         -0.04408, -0.17695,   0.54066, 1.26521, -3.98550,       36.72745, 60.00000, 0.08610,            0.30952, 0.30808, 0.22792,   22.13930, 1500,      3,3,3    
9653948.00000, -0.19339, -0.57934,   1.08294, -3.02240, -1.18185,         -0.04568, -0.19709,   0.59961, 1.09967, -3.98550,       36.71791, 60.00000, 0.08289,            0.29953, 0.30904, 0.20054,   22.23524, 1501,      3,3,3    
9663948.00000, -0.19761, -0.47458,   1.28570, -3.10232, -1.41239,         -0.04686, -0.13709,   0.44197, 0.94071, -4.65980,       36.71053, 60.00000, 0.07935,            0.31949, 0.31228, 0.35633,   21.64481, 1493,      3,3,3    
9673948.00000, -0.20331, -0.67024,   1.06298, -3.16680, -1.41239,         -0.04882, -0.18842,   0.50401, 0.77951, -4.65980,       36.70348, 60.00000, 0.08456,            0.31948, 0.31545, 0.35214,   21.64209, 1493,      3,3,3    
9683948.00000, -0.20806, -0.47328,   0.91261, -3.25323, -1.41239,         -0.04999, -0.14842,   0.62248, 0.61778, -4.65980,       36.70993, 60.00000, 0.07951,            0.30948, 0.31882, 0.36164,   21.58874, 1492,      3,3,3    
9693948.00000, -0.21317, -0.57480,   1.16553, -3.33309, -1.41239,         -0.05163, -0.19965,   0.59872, 0.45852, -4.65980,       36.70986, 60.00000, 0.07984,            0.31945, 0.32236, 0.35612,   21.59314, 1492,      3,3,3    
9703948.00000, -0.21732, -0.50503,   1.30079, -3.39754, -1.41239,         -0.05300, -0.19330,   0.67831, 0.29635, -4.65980,       36.72559, 60.00000, 0.08156,            0.30945, 0.32322, 0.30526,   21.77901, 1495,      3,3,3    
9713948.00000, -0.22295, -0.68079,   1.06591, -3.48638, -1.45572,         -0.05506, -0.21149,   0.72999, 0.11892, -4.48097,       36.73561, 60.00000, 0.07910,            0.30943, 0.32421, 0.20425,   22.14436, 1500,      3,3,3    
9723948.00000, -0.22770, -0.42914,   1.01221, -3.55724, -1.45572,         -0.05635, -0.11476,   0.96843, -0.04513, -4.48097,      36.74301, 60.00000, 0.08005,            0.32936, 0.32617, 0.20244,   22.14224, 1500,      3,3,3    
9733948.00000, -0.23292, -0.56905,   1.14255, -3.62380, -1.45572,         -0.05777, -0.24035,   1.00631, -0.24511, -4.48097,      36.76100, 60.00000, 0.08209,            0.31936, 0.32635, 0.21800,   22.08523, 1499,      3,3,3    
9743948.00000, -0.23689, -0.43902,   1.34253, -3.69708, -1.45572,         -0.05927, -0.15380,   1.00441, -0.42489, -4.48097,      36.77175, 60.00000, 0.07834,            0.31933, 0.32705, 0.16394,   22.28356, 1502,      3,3,3    
9754020.00000, -0.24162, -0.27906,   1.18685, -3.76387, -1.45572,         -0.06107, -0.08297,   0.95143, -0.60221, -4.48097,      36.77590, 60.00000, 0.07867,            0.31929, 0.32648, 0.11872,   22.45174, 1504,      3,3,3    
9764020.00000, -0.24512, -0.48109,   0.98173, -3.83028, -0.95422,         -0.06265, -0.21549,   1.09708, -0.78013, -3.52055,      36.79358, 60.00000, 0.08052,            0.31926, 0.32644, 0.10907,   22.48655, 1505,      3,3,3    
9774020.00000, -0.24973, -0.24785,   0.96653, -3.89424, -0.95422,         -0.06495, -0.12575,   1.44053, -0.96501, -3.52055,      36.81839, 60.00000, 0.07702,            0.32919, 0.32789, 0.10939,   22.48066, 1505,      3,3,3    
9784020.00000, -0.25348, -0.60031,   1.30236, -3.95189, -0.95422,         -0.06649, -0.25707,   1.46902, -1.16934, -3.52055,      36.83093, 60.00000, 0.07747,            0.30920, 0.32774, 0.14376,   22.35810, 1503,      3,3,3    
9794020.00000, -0.25874, -0.28373,   1.36277, -4.00043, -0.95422,         -0.06917, -0.12659,   1.66070, -1.37841, -3.52055,      36.85038, 60.00000, 0.08048,            0.31913, 0.32834, 0.13550,   22.38829, 1503,      3,3,3    
9804020.00000, -0.26219, -0.47422,   0.91490, -4.05361, -0.95422,         -0.07123, -0.33358,   1.55938, -1.57444, -3.52055,      36.87169, 60.00000, 0.07603,            0.31908, 0.32860, 0.06083,   22.65779, 1507,      3,3,3    
9814020.00000, -0.26670, -0.23851,   0.71689, -4.10642, -2.33825,         -0.07433, -0.15877,   1.30557, -1.76975, -4.70713,      36.88208, 60.00000, 0.07843,            0.31903, 0.32780, 0.04371,   22.72118, 1508,      3,3,3    
9824020.00000, -0.27055, -0.54019,   0.96386, -4.16167, -2.33825,         -0.07644, -0.32629,   1.38389, -1.95867, -4.70713,      36.89461, 60.00000, 0.08114,            0.31897, 0.32705, 0.07127,   22.62555, 1507,      3,3,3    
9834020.00000, -0.27548, -0.27109,   1.26071, -4.22596, -2.33825,         -0.07951, -0.14844,   1.51309, -2.16512, -4.70713,      36.90175, 60.00000, 0.07900,            0.33883, 0.32868, 0.08346,   22.57667, 1506,      3,3,3    
9844020.00000, -0.27906, -0.46099,   1.03741, -4.28579, -2.33825,         -0.08119, -0.24873,   1.76921, -2.38490, -4.70713,      36.90967, 60.00000, 0.07752,            0.33876, 0.33100, 0.11798,   22.43822, 1504,      3,3,3    
9854020.00000, -0.28351, -0.23212,   0.87765, -4.35883, -2.33825,         -0.08377, -0.12143,   1.88817, -2.60918, -4.70713,      36.91841, 60.00000, 0.08057,            0.33867, 0.33316, 0.13740,   22.35493, 1503,      3,3,3    
9864020.00000, -0.28702, -0.51673,   0.71666, -4.40495, -1.34831,         -0.08596, -0.36827,   2.00281, -2.84761, -3.63768,      36.94285, 60.00000, 0.07578,            0.34854, 0.33540, 0.14825,   22.30349, 1502,      3,3,3    
9874020.00000, -0.29187, -0.25920,   1.08501, -4.44007, -1.34831,         -0.08940, -0.17218,   1.99500, -3.05218, -3.63768,      36.95655, 60.00000, 0.07687,            0.34845, 0.33909, 0.26036,   21.87328, 1496,      3,3,3    
9884020.00000, -0.29522, -0.46522,   1.33912, -4.48608, -1.34831,         -0.09170, -0.32365,   1.87516, -3.26849, -3.63768,      36.98020, 60.00000, 0.07921,            0.35831, 0.34340, 0.28018,   21.77890, 1495,      3,3,3    
9894020.00000, -0.29973, -0.24239,   0.85755, -4.52099, -1.34831,         -0.09476, -0.14153,   1.96741, -3.47371, -3.63768,      37.00306, 60.00000, 0.07427,            0.35822, 0.34794, 0.26412,   21.81208, 1495,      3,3,3    
9904020.00000, -0.30327, -0.47842,   0.80383, -4.54896, -1.34831,         -0.09660, -0.27711,   2.06488, -3.67636, -3.63768,      37.02344, 60.00000, 0.07355,            0.35813, 0.35189, 0.29521,   21.67786, 1493,      3,3,3    
9914020.00000, -0.30744, -0.19728,   0.63513, -4.57925, -2.26405,         -0.09938, -0.15751,   1.76700, -3.89493, -5.08192,      37.04704, 60.00000, 0.07704,            0.36797, 0.35599, 0.25461,   21.80200, 1495,      3,3,3    
9924020.00000, -0.31039, -0.38190,   0.77098, -4.61125, -2.26405,         -0.10152, -0.28842,   1.60211, -4.08560, -5.08192,      37.08490, 60.00000, 0.07431,            0.35792, 0.35949, 0.25672,   21.77557, 1495,      3,3,3    
9934020.00000, -0.31395, -0.19050,   0.84496, -4.62518, -2.26405,         -0.10435, -0.13660,   1.68644, -4.28470, -5.08192,      37.12032, 60.00000, 0.07208,            0.35782, 0.36111, 0.23874,   21.83579, 1496,      3,3,3    
9944020.00000, -0.31636, -0.29652,   0.88036, -4.64570, -2.26405,         -0.10674, -0.26775,   1.63576, -4.46387, -5.08192,      37.15504, 60.00000, 0.07212,            0.35773, 0.36237, 0.23091,   21.85753, 1496,      3,3,3    
9954020.00000, -0.31926, -0.13877,   0.46638, -4.66127, -2.26405,         -0.10988, -0.17191,   1.64601, -4.65769, -5.08192,      37.20811, 60.00000, 0.06852,            0.38743, 0.36872, 0.30657,   21.54348, 1491,      3,3,3    
9964020.00000, -0.32157, -0.34272,   0.51802, -4.69145, -1.83388,         -0.11279, -0.37035,   1.91866, -4.84923, -3.46188,      37.26626, 60.00000, 0.06670,            0.35751, 0.37246, 0.40871,   21.14955, 1486,      3,3,3    
9974020.00000, -0.32438, -0.12181,   0.81242, -4.69066, -1.83388,         -0.11618, -0.18607,   2.08182, -5.02284, -3.46188,      37.32202, 60.00000, 0.07056,            0.35742, 0.37593, 0.39134,   21.20063, 1486,      3,3,3    
9984020.00000, -0.32655, -0.31874,   0.92457, -4.69902, -1.83388,         -0.11913, -0.40270,   1.98592, -5.19184, -3.46188,      37.37136, 60.00000, 0.07395,            0.38709, 0.38118, 0.43151,   21.02477, 1484,      3,3,3    
9994020.00000, -0.32953, -0.15263,   0.51501, -4.69403, -1.83388,         -0.12323, -0.23572,   1.73792, -5.35631, -3.46188,      37.41978, 60.00000, 0.06778,            0.39692, 0.38654, 0.45329,   20.91136, 1482,      3,3,3    
10004020.00000, -0.33171, -0.24566,   0.44052, -4.68546, -1.83388,        -0.12658, -0.40529,   1.58768, -5.48875, -3.46188,      37.45078, 60.00000, 0.06914,            0.38691, 0.39031, 0.38136,   21.15601, 1486,      3,3,3    
10014020.00000, -0.33398, -0.10294,   0.17627, -4.68446, -3.18498,        -0.13038, -0.21225,   1.39632, -5.61799, -4.12196,      37.50417, 60.00000, 0.06879,            0.39675, 0.39403, 0.39088,   21.09977, 1485,      3,3,3    
10024020.00000, -0.33548, -0.20398,   0.01934, -4.66404, -3.18498,        -0.13328, -0.37725,   1.59461, -5.74018, -4.12196,      37.54948, 60.00000, 0.06928,            0.38676, 0.39640, 0.35506,   21.22203, 1487,      3,3,3    
10034020.00000, -0.33745, -0.10008,   0.24274, -4.65396, -3.18498,        -0.13690, -0.20101,   1.45228, -5.87376, -4.12196,      37.60258, 60.00000, 0.06650,            0.38667, 0.39895, 0.33083,   21.29711, 1488,      3,3,3    
10044020.00000, -0.33880, -0.13849,   0.48182, -4.64778, -3.18498,        -0.13890, -0.25769,   1.46683, -5.99429, -4.12196,      37.66184, 60.00000, 0.06742,            0.38659, 0.39969, 0.28666,   21.45755, 1490,      3,3,3    
10054020.00000, -0.34039, -0.08679,   0.21306, -4.62319, -3.18498,        -0.14162, -0.14515,   1.34869, -6.10225, -4.12196,      37.73489, 60.00000, 0.06700,            0.38653, 0.39991, 0.19304,   21.80065, 1495,      3,3,3    
10064020.00000, -0.34156, -0.19087,   0.39790, -4.60301, -1.96819,        -0.14469, -0.40832,   1.39409, -6.19693, -3.37447,      37.80747, 60.00000, 0.06448,            0.39638, 0.40038, 0.18112,   21.84319, 1496,      3,3,3    
10074020.00000, -0.34302, -0.04642,   0.14881, -4.57696, -1.96819,        -0.14829, -0.20251,   1.46198, -6.28835, -3.37447,      37.86395, 60.00000, 0.06202,            0.38642, 0.39966, 0.10280,   22.13640, 1500,      3,3,3    
10084020.00000, -0.34367, -0.03161,   0.17170, -4.55258, -1.96819,        -0.15076, -0.25553,   1.34241, -6.37333, -3.37447,      37.92680, 60.00000, 0.06326,            0.38637, 0.39866, 0.07963,   22.22593, 1501,      3,3,3    
10094020.00000, -0.34421, -0.01852,   0.23494, -4.52864, -1.96819,        -0.15348, -0.17740,   1.31971, -6.45807, -3.37447,      37.98300, 60.00000, 0.06484,            0.38632, 0.39826, 0.05710,   22.31104, 1502,      3,3,3    
10104020.00000, -0.34502, -0.11271,   0.08548, -4.49856, -1.96819,        -0.15544, -0.27063,   1.35949, -6.54028, -3.37447,      38.03200, 60.00000, 0.06808,            0.38627, 0.39703, 0.01974,   22.45543, 1504,      3,3,3    
10114020.00000, -0.34601, -0.04233,   0.18507, -4.45876, -2.73621,        -0.15820, -0.17361,   1.20706, -6.60958, -3.54847,      38.05523, 60.00000, 0.07221,            0.38624, 0.39600, -0.00096,   22.53607, 1506,      3,3,3    
10124020.00000, -0.34633, -0.03249,   0.32326, -4.43241, -2.73621,        -0.16112, -0.41579,   1.03890, -6.66132, -3.54847,      38.07837, 60.00000, 0.07132,            0.38621, 0.39426, -0.02659,   22.63875, 1507,      3,3,3    
10134020.00000, -0.34645, 0.01652,   0.13053, -4.38736, -2.73621,         -0.16465, -0.19818,   1.00912, -6.70574, -3.54847,      38.08664, 60.00000, 0.07454,            0.38620, 0.39371, -0.01161,   22.58569, 1506,      3,3,3    
10144020.00000, -0.34600, 0.03086,   -0.01894, -4.35438, -2.73621,        -0.16646, -0.19327,   0.91512, -6.73833, -3.54847,      38.07951, 60.00000, 0.07359,            0.38619, 0.39241, -0.04071,   22.69908, 1508,      3,3,3    
10154020.00000, -0.34569, 0.03208,   -0.33306, -4.30914, -2.73621,        -0.16857, -0.12662,   0.92105, -6.76540, -3.54847,      38.05574, 60.00000, 0.07336,            0.38619, 0.39117, -0.03899,   22.69958, 1508,      3,3,3    
10164020.00000, -0.34489, 0.12121,   -0.23831, -4.27369, -2.10399,        -0.17032, -0.29457,   1.09010, -6.78728, -2.80502,      38.01678, 60.00000, 0.07609,            0.38619, 0.39134, -0.08703,   22.87728, 1510,      3,3,3    
10174020.00000, -0.34344, 0.12275,   -0.20979, -4.22142, -2.10399,        -0.17379, -0.23887,   1.05496, -6.81692, -2.80502,      37.96153, 60.00000, 0.07985,            0.38619, 0.39072, -0.08639,   22.87760, 1510,      3,3,3    
10184020.00000, -0.34188, 0.13730,   -0.20283, -4.17429, -2.10399,        -0.17740, -0.53083,   1.05268, -6.83319, -2.80502,      37.89932, 60.00000, 0.08299,            0.38620, 0.38906, -0.11834,   23.00418, 1512,      3,3,3    
10194020.00000, -0.34090, 0.05877,   -0.06180, -4.12543, -2.10399,        -0.18156, -0.23439,   0.97635, -6.85597, -2.80502,      37.83064, 60.00000, 0.08566,            0.39611, 0.38832, -0.12670,   23.03791, 1513,      3,3,3    
10204056.00000, -0.34049, 0.02559,   0.20349, -4.08344, -2.10399,         -0.18386, -0.15281,   0.72726, -6.85894, -2.80502,      37.76145, 60.00000, 0.08412,            0.38623, 0.38666, -0.13023,   23.05814, 1513,      3,3,3    
10214056.00000, -0.33987, 0.05989,   0.02262, -4.04895, -2.37086,         -0.18530, -0.09988,   0.99574, -6.86338, -2.79383,      37.67728, 60.00000, 0.08571,            0.38624, 0.38525, -0.12718,   23.05576, 1513,      3,3,3    
10224056.00000, -0.33905, 0.10498,   -0.19648, -3.99729, -2.37086,        -0.18758, -0.33772,   1.08984, -6.87640, -2.79383,      37.58573, 60.00000, 0.08636,            0.39616, 0.38523, -0.09242,   22.92825, 1511,      3,3,3    
10234056.00000, -0.33729, 0.15033,   -0.57627, -3.95263, -2.37086,        -0.19105, -0.22954,   1.01613, -6.89106, -2.79383,      37.48582, 60.00000, 0.08638,            0.38626, 0.38456, -0.09906,   22.95670, 1511,      3,3,3    
10244056.00000, -0.33512, 0.21521,   -0.64023, -3.90380, -2.37086,        -0.19404, -0.27123,   0.89513, -6.89745, -2.79383,      37.38748, 60.00000, 0.08835,            0.39618, 0.38553, -0.06567,   22.82800, 1510,      3,3,3    
10254056.00000, -0.33334, 0.21071,   -0.61219, -3.84995, -2.37086,        -0.19635, -0.27790,   0.93781, -6.89466, -2.79383,      37.29281, 60.00000, 0.09322,            0.39621, 0.38579, -0.07166,   22.84892, 1510,      3,3,3    
10264056.00000, -0.33175, 0.15076,   -0.70387, -3.79808, -3.12548,        -0.19832, -0.18207,   1.05913, -6.89081, -1.77459,      37.16939, 60.00000, 0.09592,            0.38633, 0.38537, -0.07866,   22.87793, 1510,      3,3,3    
10274100.00000, -0.33035, 0.17130,   -0.56250, -3.72839, -3.12548,        -0.19997, -0.22204,   1.00148, -6.87921, -1.77459,      37.01560, 60.00000, 0.09711,            0.39628, 0.38527, -0.06989,   22.84480, 1510,      3,3,3    
10284100.00000, -0.32796, 0.31290,   -0.47152, -3.66180, -3.12548,        -0.20314, -0.40189,   0.99183, -6.86033, -1.77459,      36.84621, 60.00000, 0.09884,            0.38642, 0.38594, -0.05329,   22.77974, 1509,      3,3,3    
10294100.00000, -0.32552, 0.30802,   -0.64723, -3.60944, -3.12548,        -0.20647, -0.43393,   1.05286, -6.84581, -1.77459,      36.66463, 60.00000, 0.10093,            0.38645, 0.38607, 0.06220,   22.35362, 1503,      3,3,3    
10304100.00000, -0.32268, 0.22308,   -0.89175, -3.55651, -3.12548,        -0.20974, -0.25683,   0.91753, -6.83160, -1.77459,      36.48973, 60.00000, 0.09976,            0.38649, 0.38710, 0.14112,   22.05740, 1499,      3,3,3    
10314100.00000, -0.32083, 0.24716,   -0.82702, -3.49949, -3.13150,        -0.21164, -0.18428,   0.90424, -6.80804, -1.61894,      36.30534, 60.00000, 0.10138,            0.35680, 0.38593, 0.10477,   22.19714, 1501,      3,3,3    
10324100.00000, -0.31776, 0.34284,   -0.65264, -3.42838, -3.13150,        -0.21394, -0.34261,   0.98659, -6.78161, -1.61894,      36.13763, 60.00000, 0.10472,            0.38658, 0.38853, 0.14592,   22.03110, 1498,      3,3,3    
10334120.00000, -0.31493, 0.34385,   -0.65126, -3.36174, -3.13150,        -0.21665, -0.29655,   0.83621, -6.75812, -1.61894,      35.99707, 60.00000, 0.10553,            0.38662, 0.38948, 0.14429,   22.03085, 1498,      3,3,3    
10344192.00000, -0.31172, 0.30830,   -0.86680, -3.30756, -3.13150,        -0.21958, -0.21583,   0.83493, -6.72326, -1.61894,      35.83685, 60.00000, 0.10269,            0.38667, 0.39017, 0.10034,   22.19147, 1501,      3,3,3    
10354192.00000, -0.30918, 0.35811,   -0.83612, -3.24145, -3.13150,        -0.22120, -0.13731,   0.89835, -6.70494, -1.61894,      35.65226, 60.00000, 0.10479,            0.38671, 0.39063, 0.09504,   22.20879, 1501,      3,3,3    
10364204.00000, -0.30556, 0.30667,   -0.74539, -3.13810, -2.61160,        -0.22306, -0.26812,   0.85415, -6.63344, -0.80419,      35.38333, 60.00000, 0.10411,            0.38678, 0.39078, 0.08693,   22.23738, 1501,      3,3,3    
10374204.00000, -0.30304, 0.29707,   -0.78062, -3.09004, -2.61160,        -0.22518, -0.20826,   0.89029, -6.61290, -0.80419,      35.29744, 60.00000, 0.10132,            0.38684, 0.39073, 0.02569,   22.46424, 1505,      3,3,3    
10384204.00000, -0.29977, 0.36674,   -0.81245, -3.00924, -2.61160,        -0.22748, -0.24339,   0.79623, -6.56963, -0.80419,      35.12662, 60.00000, 0.10565,            0.38690, 0.39050, 0.01830,   22.49219, 1505,      3,3,3    
10394204.00000, -0.29702, 0.34414,   -1.03283, -2.89640, -2.61160,        -0.22944, -0.18272,   0.65187, -6.47591, -0.80419,      34.88546, 60.00000, 0.10200,            0.38698, 0.39040, 0.07772,   22.27448, 1502,      3,3,3    
10404204.00000, -0.29344, 0.36654,   -0.56067, -2.86478, -2.61160,        -0.23149, -0.24281,   0.70474, -6.44737, -0.80419,      34.81591, 60.00000, 0.09928,            0.38705, 0.39044, 0.06900,   22.30357, 1502,      3,3,3    
10414204.00000, -0.29058, 0.34877,   -0.91693, -2.75343, -3.24590,        -0.23310, -0.11076,   0.71902, -6.36984, -0.62531,      34.58241, 60.00000, 0.10552,            0.38712, 0.38808, -0.01262,   22.61882, 1507,      3,3,3    
10424204.00000, -0.28609, 0.54022,   -1.11058, -2.71710, -3.24590,        -0.23505, -0.24387,   0.44633, -6.33271, -0.62531,      34.51235, 60.00000, 0.10066,            0.38718, 0.38790, -0.00716,   22.60052, 1506,      3,3,3    
10434204.00000, -0.28206, 0.42993,   -0.83156, -2.65131, -3.24590,        -0.23737, -0.27320,   0.56194, -6.26008, -0.62531,      34.36401, 60.00000, 0.10393,            0.35747, 0.38543, -0.04382,   22.74688, 1509,      3,3,3    
10444204.00000, -0.27770, 0.34163,   -0.78977, -2.57831, -3.24590,        -0.23979, -0.28872,   0.42111, -6.18614, -0.62531,      34.22404, 60.00000, 0.10312,            0.35754, 0.38307, -0.07089,   22.85771, 1510,      3,3,3    
10454204.00000, -0.27501, 0.38925,   -0.98468, -2.52087, -3.24590,        -0.24220, -0.25178,   0.47885, -6.10925, -0.62531,      34.07625, 60.00000, 0.10186,            0.38741, 0.38306, -0.07152,   22.86211, 1510,      3,3,3    
10464204.00000, -0.27006, 0.60162,   -1.17603, -2.44909, -3.38438,        -0.24450, -0.17021,   0.24164, -6.02907, -0.34941,      33.94306, 60.00000, 0.10394,            0.38749, 0.38089, -0.09907,   22.97584, 1512,      3,3,3    
10474204.00000, -0.26548, 0.49474,   -0.88049, -2.37239, -3.38438,        -0.24596, -0.15803,   0.39358, -5.93988, -0.34941,      33.80737, 60.00000, 0.10004,            0.35776, 0.37623, -0.13716,   23.13816, 1514,      3,3,3    
10484204.00000, -0.26080, 0.44364,   -1.13776, -2.30473, -3.38438,        -0.24722, -0.13655,   0.14328, -5.84659, -0.34941,      33.66753, 60.00000, 0.10474,            0.35784, 0.37192, -0.16233,   23.25467, 1516,      3,3,3    
10494204.00000, -0.25756, 0.39441,   -1.17600, -2.23439, -3.38438,        -0.24853, -0.19330,   0.27532, -5.76025, -0.34941,      33.53459, 60.00000, 0.10585,            0.35791, 0.36887, -0.16326,   23.27450, 1516,      3,3,3    
10504204.00000, -0.25272, 0.57276,   -0.93484, -2.15527, -3.38438,        -0.25068, -0.22789,   -0.01845, -5.65602, -0.34941,     33.38529, 60.00000, 0.10054,            0.35799, 0.36652, -0.01319,   22.72931, 1508,      3,3,3    
10514204.00000, -0.24844, 0.43554,   -1.43125, -2.05466, -3.33365,        -0.25249, -0.13139,   0.22835, -5.54668, 0.79166,       33.25699, 60.00000, 0.10747,            0.35808, 0.36487, -0.02887,   22.80018, 1509,      3,3,3    
10524204.00000, -0.24430, 0.47074,   -1.26028, -1.93370, -3.33365,        -0.25340, -0.05919,   0.19792, -5.39161, 0.79166,       33.05807, 60.00000, 0.10207,            0.34821, 0.36316, -0.03803,   22.84158, 1510,      3,3,3    
10534204.00000, -0.24111, 0.34985,   -0.67781, -1.87702, -3.33365,        -0.25358, 0.01627,   0.17333, -5.28129, 0.79166,        32.92580, 60.00000, 0.10616,            0.35825, 0.36253, 0.05855,   22.48299, 1505,      3,3,3    
