X,Vx,U0,roll,roll_sp,Y,Vy,U1,pitch,pitch_sp,yaw,yaw_sp,TorqueYaw,Ez,Z,Vz,Tm,pwmedf,s0,s1,s2  
-0.14078, -0.18203,   0.98622, 0.88029, -1.23955,         -0.04016, 0.30824,   -0.63324, 2.55227, -1.22684,       30.21060, 60.00000, 0.08509,            0.44950, 0.43508, 0.16279,   21.01728, 1484,      3,3,2    
-0.14242, -0.10612,   0.69322, 0.79066, -0.88178,         -0.03748, 0.18302,   -0.82024, 2.55701, -1.21708,       30.28885, 60.00000, 0.09326,            0.43952, 0.43556, 0.15535,   21.06107, 1485,      3,3,2    
-0.14415, -0.14681,   0.75563, 0.67182, -0.80399,         -0.03590, 0.10931,   -0.83301, 2.56094, -1.47128,       30.38870, 60.00000, 0.08307,            0.41955, 0.43692, 0.32790,   19.89108, 1467,      3,3,2    
-0.14547, -0.08993,   1.20395, 0.57637, -0.71552,         -0.03461, 0.10191,   -0.89925, 2.58541, -1.31745,       30.48696, 60.00000, 0.08404,            0.41955, 0.43819, 0.20715,   20.69021, 1479,      3,3,2    
-0.14596, -0.05022,   0.61012, 0.47430, -0.59765,         -0.03408, 0.07122,   -0.70155, 2.57899, -1.25287,       30.60921, 60.00000, 0.08101,            0.40957, 0.43595, 0.05406,   21.73170, 1494,      3,3,2    
-0.14738, -0.11947,   0.73521, 0.38593, -0.75001,         -0.03287, 0.08779,   -0.65691, 2.57623, -1.43314,       30.71820, 60.00000, 0.08257,            0.43955, 0.43723, 0.06803,   21.62475, 1493,      3,3,2    
-0.14930, -0.30172,   0.68670, 0.29726, -1.19708,         -0.03200, 0.16378,   -0.82219, 2.57302, -1.84754,       30.84743, 60.00000, 0.07904,            0.41957, 0.43470, -0.04943,   22.43696, 1504,      3,3,2    
-0.15138, -0.11034,   0.85823, 0.22237, -0.76986,         -0.03085, 0.09023,   -0.76395, 2.57345, -1.41862,       30.96151, 60.00000, 0.08189,            0.43955, 0.43330, -0.07162,   22.59981, 1506,      3,3,2    
-0.15282, -0.16419,   0.46566, 0.14046, -1.15425,         -0.02895, 0.23030,   -0.82399, 2.57175, -1.32806,       31.09085, 60.00000, 0.08251,            0.44955, 0.43435, -0.03276,   22.32678, 1503,      3,3,2    
-0.15425, -0.09316,   0.85358, 0.04330, -0.97904,         -0.02657, 0.18882,   -0.63157, 2.57294, -1.18929,       31.21316, 60.00000, 0.07634,            0.41958, 0.43142, -0.15130,   23.14956, 1514,      3,3,2    
-0.15464, -0.11667,   0.98529, -0.04554, -1.28233,        -0.02464, 0.31566,   -0.67802, 2.56893, -1.02193,       31.35104, 60.00000, 0.08016,            0.43956, 0.43230, -0.12047,   22.93590, 1511,      3,3,2    
-0.15544, -0.08214,   0.42191, -0.11890, -0.89891,        -0.02264, 0.14488,   -0.77645, 2.56169, -1.22137,       31.48733, 60.00000, 0.07486,            0.43956, 0.43266, -0.04293,   22.40952, 1504,      3,3,2    
-0.15643, -0.07256,   0.78243, -0.19579, -0.82610,        -0.02088, 0.10917,   -0.75036, 2.56810, -1.25494,       31.60319, 60.00000, 0.07854,            0.41958, 0.43021, -0.07701,   22.66311, 1507,      3,3,2    
-0.15697, -0.04359,   0.78155, -0.26414, -0.72594,        -0.02014, 0.07789,   -0.76793, 2.56941, -1.22508,       31.72599, 60.00000, 0.07984,            0.43955, 0.43091, -0.04688,   22.45397, 1504,      3,3,2    
-0.15766, -0.05936,   0.67665, -0.32539, -0.81370,        -0.01911, 0.10559,   -0.69065, 2.57281, -1.21972,       31.82678, 60.00000, 0.08034,            0.44954, 0.43245, -0.01715,   22.23762, 1501,      3,3,2    
-0.15813, -0.03703,   0.60830, -0.39978, -0.69200,        -0.01820, 0.05785,   -0.67895, 2.57244, -1.23926,       31.91203, 60.00000, 0.08407,            0.43955, 0.43351, 0.00220,   22.09616, 1499,      3,3,2    
-0.15893, -0.06814,   0.45517, -0.46846, -0.64716,        -0.01797, 0.00776,   -0.68854, 2.55200, -1.42573,       31.99289, 60.00000, 0.08105,            0.41957, 0.43129, -0.04905,   22.46064, 1505,      3,3,2    
-0.15957, -0.08809,   0.80656, -0.53874, -0.88722,        -0.01764, 0.11211,   -0.56469, 2.53841, -1.29507,       32.05827, 60.00000, 0.08163,            0.43955, 0.43203, -0.05035,   22.46228, 1505,      3,3,2    
-0.16027, -0.10867,   0.80742, -0.58714, -0.70624,        -0.01700, -0.00056,   -0.67333, 2.52336, -1.56302,      32.14422, 60.00000, 0.08404,            0.40958, 0.42807, -0.11296,   22.92210, 1511,      3,3,2    
-0.16118, -0.10144,   0.48946, -0.64402, -0.93061,        -0.01662, 0.11741,   -0.64321, 2.51333, -1.32839,       32.21651, 60.00000, 0.07832,            0.41957, 0.42593, -0.09365,   22.81146, 1509,      3,3,2    
-0.16285, -0.13487,   0.43099, -0.70485, -0.94339,        -0.01543, 0.09048,   -0.75159, 2.51652, -1.48087,       32.29522, 60.00000, 0.07952,            0.43954, 0.42755, 0.01681,   22.05518, 1499,      3,3,2    
-0.16371, -0.04284,   0.39328, -0.73711, -0.69608,        -0.01485, 0.03318,   -0.79215, 2.52061, -1.32016,       32.38305, 60.00000, 0.08033,            0.44953, 0.42837, -0.06040,   22.56364, 1506,      3,3,2    
-0.16445, -0.13283,   0.40042, -0.76907, -0.80661,        -0.01420, 0.01385,   -0.76750, 2.52490, -1.61968,       32.45549, 60.00000, 0.07927,            0.43953, 0.42767, -0.06724,   22.61586, 1507,      3,3,2    
-0.16536, -0.05070,   0.66806, -0.80376, -0.72095,        -0.01405, 0.03353,   -0.70732, 2.51391, -1.34864,       32.52146, 60.00000, 0.08146,            0.43953, 0.42923, -0.04395,   22.44488, 1504,      3,3,2    
-0.16604, -0.04799,   0.20473, -0.84236, -0.76149,        -0.01325, 0.05320,   -0.75653, 2.51631, -1.30442,       32.58712, 60.00000, 0.08027,            0.43953, 0.42856, -0.04288,   22.44201, 1504,      3,3,2    
-0.16647, -0.03266,   0.32314, -0.87198, -0.76695,        -0.01256, 0.06586,   -0.73542, 2.51418, -1.23532,       32.63761, 60.00000, 0.08013,            0.43953, 0.42930, -0.13328,   23.03937, 1513,      3,3,2    
-0.16698, -0.04365,   0.40295, -0.89219, -0.74539,        -0.01188, 0.04243,   -0.89895, 2.52922, -1.31063,       32.69463, 60.00000, 0.08444,            0.44951, 0.42922, -0.07053,   22.62084, 1507,      3,3,2    
-0.16728, -0.02891,   0.29097, -0.91234, -0.68113,        -0.01168, 0.01935,   -0.89157, 2.54441, -1.31133,       32.74493, 60.00000, 0.08491,            0.41953, 0.42939, -0.04416,   22.44164, 1504,      3,3,2    
-0.16748, -0.01900,   0.22571, -0.92817, -0.65845,        -0.01155, 0.01468,   -0.78419, 2.54658, -1.29176,       32.77345, 60.00000, 0.08352,            0.44950, 0.42970, -0.01848,   22.26518, 1502,      3,3,2    
-0.16769, -0.01158,   -0.04830, -0.93526, -0.64549,       -0.01135, 0.01293,   -0.60514, 2.54418, -1.27372,       32.79549, 60.00000, 0.08765,            0.41953, 0.42850, 0.08536,   21.58046, 1492,      3,3,2    
-0.16782, -0.01135,   0.02738, -0.92682, -0.61471,        -0.01127, -0.00368,   -0.78070, 2.53934, -1.30466,      32.80441, 60.00000, 0.08649,            0.43951, 0.43006, 0.23307,   20.57628, 1477,      3,3,2    
-0.16795, -0.01564,   0.21269, -0.93785, -0.61099,        -0.01137, -0.00938,   -0.85525, 2.55036, -1.32889,      32.82612, 60.00000, 0.08966,            0.44949, 0.43582, 0.42899,   19.20624, 1457,      3,3,2    
-0.16811, -0.01453,   0.18455, -0.93983, -0.63661,        -0.01145, 0.00497,   -0.82774, 2.55707, -1.30035,       32.82596, 60.00000, 0.08820,            0.41953, 0.43984, 0.46016,   18.95578, 1453,      3,3,2    
-0.16823, -0.00321,   -0.02428, -0.95536, -0.60031,       -0.01136, -0.00539,   -0.71710, 2.55950, -1.28716,      32.83907, 60.00000, 0.08704,            0.41952, 0.44210, 0.42663,   19.15598, 1456,      3,3,2    
-0.16833, -0.01208,   0.01796, -0.95923, -0.60450,        -0.01133, -0.01082,   -1.06806, 2.57309, -1.32372,      32.83202, 60.00000, 0.08478,            0.43949, 0.44395, 0.39145,   19.37443, 1460,      3,3,2    
-0.16830, 0.04499,   0.37087, -0.96349, -0.36761,         -0.01162, -0.08808,   -0.87868, 2.58625, -1.30386,      32.84708, 60.00000, 0.08764,            0.43949, 0.44666, 0.34950,   19.62589, 1463,      3,3,2    
-0.16803, 0.00076,   0.30891, -0.96981, -0.54836,         -0.01224, -0.02724,   -0.89347, 2.60595, -1.31890,      32.86868, 60.00000, 0.08529,            0.43948, 0.44846, 0.33327,   19.71528, 1465,      3,3,2    
-0.16800, -0.00492,   0.00649, -0.96555, -0.57771,        -0.01244, -0.01609,   -0.86324, 2.61403, -1.31488,      32.89741, 60.00000, 0.08487,            0.44947, 0.44908, 0.30673,   19.88533, 1467,      3,3,2    
-0.16778, 0.02443,   0.06461, -0.95260, -0.47020,         -0.01303, -0.04694,   -0.83889, 2.61738, -1.28852,      32.92639, 60.00000, 0.08558,            0.44947, 0.44996, 0.29062,   19.98322, 1469,      3,3,2    
-0.16768, 0.04323,   -0.00725, -0.96564, -0.33579,        -0.01348, -0.10163,   -0.81051, 2.63510, -1.33802,      32.94791, 60.00000, 0.08404,            0.41950, 0.44994, 0.36703,   19.54697, 1462,      3,3,2    
-0.16745, 0.00141,   0.16040, -0.96330, -0.52458,         -0.01411, -0.03435,   -0.92414, 2.65006, -1.33388,      32.96976, 60.00000, 0.08624,            0.43947, 0.45141, 0.33963,   19.71695, 1465,      3,3,2    
-0.16736, 0.03531,   0.30327, -0.94564, -0.38222,         -0.01446, -0.08096,   -1.11482, 2.66212, -1.32405,      32.99865, 60.00000, 0.08889,            0.41949, 0.44932, 0.22648,   20.49730, 1476,      3,3,2    
-0.16711, 0.01032,   -0.18943, -0.92998, -0.50041,        -0.01509, -0.03710,   -0.89530, 2.68089, -1.31481,      33.02736, 60.00000, 0.08474,            0.43946, 0.44987, 0.21374,   20.57368, 1477,      3,3,2    
-0.16710, -0.00340,   -0.01039, -0.92525, -0.53846,       -0.01540, -0.02785,   -1.09116, 2.71101, -1.33812,      33.06436, 60.00000, 0.08396,            0.43945, 0.45003, 0.14775,   21.01649, 1484,      3,3,2    
-0.16689, 0.02205,   -0.11858, -0.91375, -0.42238,        -0.01611, -0.06670,   -1.07072, 2.74287, -1.33919,      33.10616, 60.00000, 0.08414,            0.41947, 0.44834, 0.10033,   21.34998, 1489,      3,3,2    
-0.16675, -0.00082,   0.04854, -0.90343, -0.53471,        -0.01655, -0.02489,   -0.88694, 2.75262, -1.32700,      33.15908, 60.00000, 0.08314,            0.43944, 0.44529, 0.04235,   21.76669, 1495,      3,3,2    
-0.16647, 0.00949,   0.07939, -0.89031, -0.44572,         -0.01722, -0.06231,   -1.23359, 2.77753, -1.36850,      33.21647, 60.00000, 0.08148,            0.40947, 0.44072, -0.01963,   22.23031, 1501,      3,3,2    
-0.16647, -0.00647,   -0.06570, -0.87748, -0.53143,       -0.01771, -0.02909,   -1.14197, 2.80237, -1.35339,      33.28256, 60.00000, 0.08141,            0.41945, 0.43915, -0.02552,   22.28370, 1502,      3,3,2    
-0.16633, 0.01213,   -0.27640, -0.86651, -0.40939,        -0.01843, -0.07780,   -1.15427, 2.83385, -1.39402,      33.34649, 60.00000, 0.07973,            0.40945, 0.43475, -0.00552,   22.19386, 1501,      3,3,2    
-0.16624, 0.04570,   0.12421, -0.86026, -0.29419,         -0.01907, -0.11027,   -1.02832, 2.85705, -1.36091,      33.39910, 60.00000, 0.08279,            0.43940, 0.43376, -0.02642,   22.34144, 1503,      3,3,2    
-0.16589, 0.04653,   0.27527, -0.85159, -0.29182,         -0.01995, -0.10844,   -1.11938, 2.87355, -1.35651,      33.44116, 60.00000, 0.08686,            0.41943, 0.43129, -0.05911,   22.58620, 1506,      3,3,2    
-0.16553, 0.06142,   -0.13149, -0.83440, -0.24813,        -0.02080, -0.11702,   -0.89569, 2.88545, -1.33122,      33.48550, 60.00000, 0.08492,            0.41942, 0.42904, -0.05575,   22.58368, 1506,      3,3,2    
-0.16511, 0.06677,   -0.07386, -0.82557, -0.21917,        -0.02174, -0.12534,   -1.04286, 2.90230, -1.33308,      33.51416, 60.00000, 0.08450,            0.43939, 0.42876, -0.05510,   22.58254, 1506,      3,3,2    
-0.16464, 0.07086,   -0.08820, -0.80995, -0.21463,        -0.02275, -0.12100,   -0.97782, 2.92133, -1.31431,      33.53622, 60.00000, 0.08799,            0.40943, 0.42852, -0.05523,   22.58475, 1506,      3,3,2    
-0.16409, 0.06101,   -0.12361, -0.78922, -0.20553,        -0.02370, -0.13101,   -1.15738, 2.94950, -1.36238,      33.53610, 60.00000, 0.08994,            0.41940, 0.42640, -0.08207,   22.78693, 1509,      3,3,2    
-0.16365, 0.02358,   0.03542, -0.76627, -0.42106,         -0.02459, -0.04229,   -0.97569, 2.97129, -1.30206,      33.52275, 60.00000, 0.09129,            0.40941, 0.42354, -0.16956,   23.39917, 1518,      3,3,2    
-0.16315, 0.07494,   0.03378, -0.72977, -0.14871,         -0.02557, -0.14291,   -1.22500, 2.99701, -1.34710,      33.50760, 60.00000, 0.09361,            0.40941, 0.42075, -0.18001,   23.49974, 1519,      3,3,2    
-0.16274, 0.01350,   -0.23741, -0.71515, -0.39759,        -0.02653, -0.05661,   -1.06102, 3.02371, -1.36137,      33.47859, 60.00000, 0.09209,            0.39941, 0.41752, -0.17893,   23.52317, 1519,      3,3,2    
-0.16239, 0.02703,   -0.13951, -0.69814, -0.35092,        -0.02740, -0.06695,   -1.00754, 3.04392, -1.34395,      33.43435, 60.00000, 0.09533,            0.40939, 0.41472, -0.19157,   23.63488, 1521,      3,3,2    
-0.16213, 0.05180,   0.02913, -0.66561, -0.22548,         -0.02809, -0.11092,   -0.96182, 3.06159, -1.35780,      33.38377, 60.00000, 0.10005,            0.40939, 0.41156, -0.18049,   23.59211, 1520,      3,3,2    
-0.16145, 0.04954,   -0.19808, -0.63765, -0.26213,        -0.02930, -0.08777,   -0.80072, 3.07069, -1.32134,      33.32657, 60.00000, 0.09927,            0.41937, 0.41035, -0.16185,   23.47840, 1519,      3,3,2    
-0.16107, 0.03106,   -0.47182, -0.60261, -0.37607,        -0.02989, -0.03887,   -0.94482, 3.08197, -1.28240,      33.25406, 60.00000, 0.10034,            0.40938, 0.40700, -0.24211,   24.05133, 1527,      3,3,2    
-0.16056, 0.05062,   -0.64458, -0.53650, -0.26616,        -0.03070, -0.07744,   -0.97552, 3.08782, -1.29937,      33.17360, 60.00000, 0.10354,            0.40939, 0.40464, -0.24241,   24.07838, 1527,      3,3,2    
-0.16003, 0.11301,   -0.05187, -0.50976, 0.02577,         -0.03146, -0.17703,   -0.80235, 3.10390, -1.30671,      33.08545, 60.00000, 0.10466,            0.40938, 0.40297, -0.23710,   24.05605, 1527,      3,3,2    
-0.15883, 0.11762,   -0.02780, -0.46539, 0.02132,         -0.03322, -0.16230,   -0.84442, 3.11079, -1.26487,      32.98442, 60.00000, 0.10793,            0.39940, 0.40075, -0.30870,   24.55830, 1533,      3,3,2    
-0.15790, 0.09704,   -0.38736, -0.41035, -0.04967,        -0.03454, -0.13508,   -0.78849, 3.10616, -1.27257,      32.88382, 60.00000, 0.10780,            0.41937, 0.39951, -0.27712,   24.35969, 1531,      3,3,2    
-0.15676, 0.13189,   -0.46876, -0.37347, 0.13172,         -0.03617, -0.19416,   -0.59093, 3.08881, -1.28112,      32.78299, 60.00000, 0.10442,            0.39941, 0.39726, -0.22829,   24.05517, 1527,      3,3,2    
-0.15573, 0.14619,   0.10485, -0.33162, 0.20191,          -0.03766, -0.21161,   -0.53763, 3.08010, -1.27083,      32.67346, 60.00000, 0.11016,            0.39942, 0.39558, -0.22188,   24.02798, 1526,      3,3,2    
-0.15453, 0.05113,   -0.52644, -0.28613, 0.04302,         -0.03950, -0.19772,   -0.63165, 3.05785, -1.52087,      32.57288, 60.00000, 0.10791,            0.38944, 0.39144, -0.17553,   23.76130, 1523,      3,3,2    
-0.15408, 0.03641,   -0.60281, -0.22493, -0.22102,        -0.04091, -0.06574,   -0.57151, 3.03288, -1.32182,      32.45725, 60.00000, 0.10929,            0.39944, 0.39018, -0.15197,   23.61658, 1521,      3,3,2    
-0.15359, -0.01790,   -0.48210, -0.17941, -0.19914,       -0.04179, -0.11656,   -0.70616, 3.01058, -1.57507,      32.34992, 60.00000, 0.11291,            0.39945, 0.39141, -0.09776,   23.24170, 1515,      3,3,2    
-0.15363, 0.01102,   -0.38580, -0.13060, -0.29088,        -0.04255, -0.04235,   -0.57105, 3.00362, -1.35776,      32.22509, 60.00000, 0.10783,            0.38946, 0.39129, -0.07201,   23.06919, 1513,      3,3,2    
-0.15362, 0.01494,   -0.50404, -0.06283, -0.17737,        -0.04371, -0.09310,   -0.52007, 2.98047, -1.44523,      32.10473, 60.00000, 0.11587,            0.40945, 0.39327, -0.04538,   22.87094, 1510,      3,3,2    
-0.15344, 0.01426,   -0.72184, -0.02006, 0.00507,         -0.04465, -0.18239,   -0.29578, 2.94252, -1.61386,      31.98882, 60.00000, 0.10995,            0.39947, 0.39391, -0.00417,   22.59007, 1506,      3,3,2    
-0.15300, 0.03674,   -0.33764, 0.03981, 0.15525,          -0.04644, -0.23368,   -0.30606, 2.89476, -1.64608,      31.88005, 60.00000, 0.10660,            0.39949, 0.39544, 0.02505,   22.37695, 1503,      3,3,2    
-0.15259, 0.10944,   -0.68678, 0.11070, 0.13072,          -0.04792, -0.15820,   -0.23412, 2.85721, -1.29819,      31.79345, 60.00000, 0.11241,            0.36954, 0.39387, -0.02004,   22.69570, 1508,      3,3,2    
-0.15134, 0.14546,   -0.66853, 0.17209, 0.20831,          -0.04969, -0.16086,   -0.04326, 2.80250, -1.19540,      31.69335, 60.00000, 0.10628,            0.39952, 0.39462, -0.00637,   22.59700, 1506,      3,3,2    
-0.15040, 0.01704,   -0.46263, 0.23590, 0.07387,          -0.05111, -0.18626,   -0.45759, 2.76284, -1.61828,      31.61518, 60.00000, 0.10703,            0.40952, 0.39639, 0.09757,   21.88304, 1496,      3,3,2    
-0.14986, 0.02197,   -0.63384, 0.29113, 0.15734,          -0.05306, -0.21686,   -0.34848, 2.72782, -1.66343,      31.53486, 60.00000, 0.10651,            0.39954, 0.39673, 0.11642,   21.75381, 1495,      3,3,2    
-0.14977, 0.00681,   -0.78547, 0.35105, 0.12349,          -0.05465, -0.20595,   -0.52106, 2.70146, -1.69445,      31.45643, 60.00000, 0.11002,            0.40954, 0.40037, 0.15948,   21.43023, 1490,      3,3,2    
-0.14947, 0.02147,   -0.28364, 0.39906, 0.18603,          -0.05661, -0.21916,   -0.34566, 2.66442, -1.68120,      31.39320, 60.00000, 0.10132,            0.39956, 0.40222, 0.17159,   21.32779, 1488,      3,3,2    
-0.14904, 0.07723,   -0.45527, 0.44930, 0.13501,          -0.05824, -0.14504,   -0.31642, 2.62056, -1.38698,      31.31279, 60.00000, 0.10890,            0.38958, 0.40281, 0.12775,   21.61551, 1493,      3,3,2    
-0.14818, 0.12989,   -0.74994, 0.48535, 0.27550,          -0.05950, -0.16914,   -0.24212, 2.57265, -1.27366,      31.26959, 60.00000, 0.10126,            0.40957, 0.40467, 0.08034,   21.91596, 1497,      3,3,2    
-0.14745, -0.01244,   -0.12151, 0.52462, -0.05326,        -0.06053, -0.10952,   -0.39537, 2.54032, -1.58626,      31.20609, 60.00000, 0.10214,            0.40958, 0.40544, 0.08460,   21.87734, 1496,      3,3,2    
-0.14715, 0.08339,   -0.66886, 0.55852, 0.07178,          -0.06142, -0.09560,   -0.29734, 2.49893, -1.27976,      31.17623, 60.00000, 0.10321,            0.39960, 0.40532, 0.07023,   21.97619, 1498,      3,3,2    
-0.14648, 0.10013,   -0.45227, 0.58876, 0.13836,          -0.06227, -0.11178,   -0.41470, 2.47124, -1.25782,      31.13460, 60.00000, 0.09963,            0.40960, 0.40515, 0.04880,   22.12071, 1500,      3,3,2    
-0.14540, 0.10125,   -0.53143, 0.63218, 0.36909,          -0.06438, -0.21671,   -0.44979, 2.44706, -1.44314,      31.11335, 60.00000, 0.09856,            0.40960, 0.40519, 0.05864,   22.05450, 1499,      3,3,2    
-0.14454, 0.07266,   -0.21357, 0.65172, 0.16741,          -0.06599, -0.13303,   -0.60626, 2.43079, -1.37900,      31.08493, 60.00000, 0.09931,            0.39961, 0.40517, 0.06799,   21.99167, 1498,      3,3,2    
-0.14380, 0.06684,   -0.63933, 0.68632, 0.08672,          -0.06730, -0.09304,   -0.49519, 2.41131, -1.32517,      31.07696, 60.00000, 0.09933,            0.39962, 0.40717, 0.12171,   21.61287, 1492,      3,3,2    
-0.14303, 0.10368,   -0.19944, 0.71720, 0.26448,          -0.06854, -0.14791,   -0.43755, 2.40546, -1.31372,      31.06399, 60.00000, 0.09128,            0.40961, 0.40826, 0.13519,   21.50952, 1491,      3,3,2    
-0.14168, 0.08956,   -0.35186, 0.74481, 0.20317,          -0.07048, -0.12119,   -0.58427, 2.38406, -1.30660,      31.07128, 60.00000, 0.10276,            0.39962, 0.40793, 0.09498,   21.78294, 1495,      3,3,2    
-0.14078, 0.11610,   -0.42775, 0.75741, 0.37425,          -0.07172, -0.18016,   -0.56553, 2.36576, -1.33194,      31.05621, 60.00000, 0.09535,            0.40961, 0.40896, 0.08374,   21.84819, 1496,      3,3,2    
-0.13977, 0.06550,   -0.19390, 0.78853, 0.16989,          -0.07323, -0.11181,   -0.67032, 2.35993, -1.35891,      31.02787, 60.00000, 0.10016,            0.39962, 0.40905, 0.08008,   21.87104, 1496,      3,3,2    
-0.13935, -0.03083,   -0.52817, 0.81754, -0.05660,        -0.07388, -0.07030,   -0.82790, 2.36079, -1.57005,      31.01482, 60.00000, 0.09582,            0.40961, 0.40970, 0.03664,   22.15699, 1500,      3,3,2    
-0.13960, 0.00508,   -0.47119, 0.85325, -0.05870,         -0.07440, -0.04153,   -0.79530, 2.36336, -1.41661,      31.00673, 60.00000, 0.09779,            0.40961, 0.40944, 0.00940,   22.34122, 1503,      3,3,2    
-0.13941, 0.04655,   -0.50221, 0.88208, 0.16226,          -0.07513, -0.11648,   -0.65013, 2.36410, -1.42902,      31.00715, 60.00000, 0.09018,            0.40960, 0.40970, 0.22184,   20.91554, 1482,      3,3,2    
-0.13847, 0.05854,   -0.32517, 0.91553, 0.22646,          -0.07695, -0.13295,   -0.90850, 2.37343, -1.42407,      31.02297, 60.00000, 0.09693,            0.39961, 0.41039, 0.20922,   20.99362, 1484,      3,3,2    
-0.13731, 0.23059,   -0.60279, 0.93532, 1.03862,          -0.07923, -0.39483,   -0.72791, 2.37891, -1.38331,      31.05207, 60.00000, 0.09066,            0.43956, 0.41577, 0.28711,   20.41783, 1475,      3,3,2    
-0.13528, 0.12825,   -0.35945, 0.97738, 0.57260,          -0.08283, -0.23065,   -0.83865, 2.38340, -1.39490,      31.06804, 60.00000, 0.08899,            0.40959, 0.41764, 0.28081,   20.44005, 1475,      3,3,2    
-0.13396, 0.10597,   -0.66517, 1.02675, 0.50173,          -0.08521, -0.20525,   -1.03821, 2.41170, -1.41716,      31.11962, 60.00000, 0.09285,            0.43954, 0.42174, 0.28561,   20.36852, 1474,      3,3,2    
-0.13280, 0.08822,   -0.49016, 1.04921, 0.46640,          -0.08751, -0.19436,   -0.97142, 2.43244, -1.45259,      31.16895, 60.00000, 0.08652,            0.41955, 0.42293, 0.21046,   20.85815, 1482,      3,3,2    
-0.13220, 0.06969,   -0.48371, 1.09156, 0.39169,          -0.08888, -0.16834,   -1.00542, 2.45895, -1.46327,      31.23582, 60.00000, 0.08839,            0.41954, 0.42364, 0.19405,   20.96023, 1483,      3,3,2    
-0.13167, 0.03866,   -0.62862, 1.11769, 0.09400,          -0.08983, -0.04225,   -0.81518, 2.46637, -1.32965,      31.28713, 60.00000, 0.08578,            0.40954, 0.42325, 0.16264,   21.17370, 1486,      3,3,2    
-0.13054, 0.20215,   -0.58228, 1.15494, 0.43385,          -0.09044, -0.08387,   -0.96174, 2.48425, -0.91699,      31.36745, 60.00000, 0.08874,            0.40953, 0.42192, 0.09886,   21.61443, 1492,      3,3,2    
-0.12832, 0.14049,   -0.45100, 1.18386, 0.53735,          -0.09250, -0.17411,   -0.79960, 2.50715, -1.25498,      31.42741, 60.00000, 0.08237,            0.40952, 0.42123, 0.07442,   21.78277, 1495,      3,3,2    
-0.12649, 0.26184,   -0.55180, 1.23950, 0.95397,          -0.09490, -0.28078,   -1.08589, 2.53749, -1.08853,      31.49939, 60.00000, 0.08553,            0.40950, 0.42042, 0.05848,   21.89951, 1497,      3,3,2    
-0.12420, 0.13159,   -0.81259, 1.27907, 0.61706,          -0.09791, -0.20321,   -1.16226, 2.57096, -1.33093,      31.61050, 60.00000, 0.08076,            0.40949, 0.42208, 0.08629,   21.69890, 1494,      3,3,2    
-0.12303, 0.10304,   -0.50583, 1.31237, 0.61025,          -0.10006, -0.21610,   -1.09965, 2.60251, -1.44079,      31.69079, 60.00000, 0.08129,            0.39948, 0.42157, 0.20376,   20.91421, 1482,      3,3,2    
-0.12205, 0.05045,   -0.60379, 1.35909, 0.37150,          -0.10209, -0.13151,   -1.09483, 2.63794, -1.44481,      31.77133, 60.00000, 0.08636,            0.40945, 0.42127, 0.17254,   21.12598, 1485,      3,3,2    
-0.12158, 0.04140,   -0.94181, 1.40106, 0.28881,          -0.10316, -0.09461,   -1.15704, 2.66483, -1.40640,      31.84509, 60.00000, 0.08189,            0.40943, 0.41976, 0.02446,   22.13589, 1500,      3,3,2    
-0.12093, 0.06227,   -0.73501, 1.44960, 0.20531,          -0.10355, -0.03498,   -0.92531, 2.69366, -1.23403,      31.92570, 60.00000, 0.08469,            0.43937, 0.42093, 0.02320,   22.12806, 1500,      3,3,2    
-0.11983, 0.20965,   -0.62457, 1.49823, 0.75648,          -0.10482, -0.19526,   -1.15732, 2.72259, -1.09388,      31.99963, 60.00000, 0.08021,            0.39941, 0.41933, 0.16405,   21.20201, 1487,      3,3,2    
-0.11786, 0.11388,   -0.71020, 1.55161, 0.57783,          -0.10723, -0.17171,   -1.08532, 2.76023, -1.32927,      32.07368, 60.00000, 0.08352,            0.39939, 0.41810, 0.13698,   21.39499, 1489,      3,3,2    
-0.11581, 0.23373,   -0.75275, 1.59330, 1.22310,          -0.11056, -0.39671,   -1.07555, 2.78732, -1.39415,      32.15424, 60.00000, 0.08502,            0.38939, 0.41547, -0.12637,   23.18554, 1515,      3,3,2    
-0.11401, 0.09942,   -0.86452, 1.62863, 0.62795,          -0.11372, -0.18839,   -1.00747, 2.81260, -1.40636,      32.21454, 60.00000, 0.08044,            0.40934, 0.41458, -0.13021,   23.22019, 1515,      3,3,2    
-0.11311, 0.04888,   -0.37965, 1.68425, 0.43453,          -0.11554, -0.12413,   -1.20127, 2.84364, -1.43827,      32.26660, 60.00000, 0.08464,            0.41930, 0.41288, -0.16073,   23.44000, 1518,      3,3,2    
-0.11283, 0.00982,   -0.96088, 1.72640, 0.24550,          -0.11641, -0.05627,   -1.13561, 2.87083, -1.42962,      32.31842, 60.00000, 0.08575,            0.40930, 0.41035, -0.28736,   24.31619, 1530,      3,3,2    
-0.11249, 0.03112,   -0.90788, 1.75342, 0.33704,          -0.11734, -0.08422,   -1.12744, 2.90091, -1.42130,      32.35652, 60.00000, 0.08384,            0.41927, 0.40934, -0.26226,   24.15814, 1528,      3,3,2    
-0.11158, 0.06807,   -0.59008, 1.80757, 0.37371,          -0.11825, -0.06964,   -1.11589, 2.93869, -1.28436,      32.37983, 60.00000, 0.08992,            0.41924, 0.40879, -0.17826,   23.59785, 1520,      3,3,2    
