X,Vx,U0,roll,roll_sp,Y,Vy,U1,pitch,pitch_sp,yaw,yaw_sp,TorqueYaw,Ez,Z,Vz,Tm,pwmedf,s0,s1,s2  
-0.18426, -0.02862,   0.17469, -1.42994, -0.28849,        -0.08156, -0.02421,   -1.72607, 3.98414, -1.84523,      31.30839, 60.00000, 0.07858,            0.39891, 0.40260, 0.05073,   22.14942, 1500,      3,3,2    
-0.18439, -0.01058,   0.16212, -1.43968, -0.23313,        -0.08193, -0.03892,   -1.79716, 4.05179, -1.82073,      31.45256, 60.00000, 0.08276,            0.39888, 0.40164, -0.15786,   23.55709, 1520,      3,3,2    
-0.18447, -0.01171,   0.04558, -1.44015, -0.27353,        -0.08218, -0.02073,   -1.72273, 4.09416, -1.79274,      31.53321, 60.00000, 0.08194,            0.39886, 0.39798, -0.40948,   25.27856, 1543,      3,3,2    
-0.18446, 0.07173,   0.24533, -1.44011, 0.16061,          -0.08263, -0.17361,   -1.53620, 4.11531, -1.82539,      31.56827, 60.00000, 0.07968,            0.39884, 0.39389, -0.42952,   25.45092, 1545,      3,3,2    
-0.18301, 0.09873,   0.07893, -1.42443, 0.12065,          -0.08448, -0.12693,   -1.51524, 4.14707, -1.65963,      31.68526, 60.00000, 0.08932,            0.39884, 0.39046, -0.42365,   25.44709, 1545,      3,3,2    
-0.18150, 0.23298,   0.12813, -1.42063, 0.83702,          -0.08674, -0.37628,   -1.35349, 4.15476, -1.71769,      31.72076, 60.00000, 0.08283,            0.39883, 0.38750, -0.51536,   26.08900, 1554,      3,3,2    
-0.18002, 0.08432,   0.30915, -1.40478, 0.36841,          -0.09027, -0.24554,   -1.28241, 4.16525, -1.92284,      31.80079, 60.00000, 0.08912,            0.39882, 0.38491, -0.49345,   25.96820, 1552,      3,3,2    
-0.17910, 0.02429,   0.10944, -1.39860, 0.26997,          -0.09277, -0.23585,   -1.33016, 4.16687, -2.08658,      31.81633, 60.00000, 0.08978,            0.39882, 0.38240, -0.44032,   25.63892, 1548,      3,3,2    
-0.17886, 0.02416,   0.01857, -1.37738, 0.05297,          -0.09463, -0.12167,   -1.10132, 4.16516, -1.88580,      31.84586, 60.00000, 0.09468,            0.40880, 0.38171, -0.56212,   26.45870, 1559,      3,3,2    
-0.17847, -0.02844,   -0.19253, -1.33298, 0.01428,        -0.09597, -0.13960,   -0.98124, 4.13386, -2.07616,      31.87007, 60.00000, 0.09365,            0.40881, 0.38049, -0.50099,   26.06170, 1553,      3,3,2    
-0.17871, -0.00152,   0.03310, -1.32413, 0.00853,         -0.09762, -0.11206,   -0.94109, 4.12889, -1.95623,      31.86853, 60.00000, 0.09194,            0.41880, 0.38165, -0.30984,   24.76995, 1536,      3,3,2    
-0.17868, -0.01393,   -0.05901, -1.27521, 0.09046,        -0.09868, -0.16074,   -1.01904, 4.08464, -2.08613,      31.87105, 60.00000, 0.10136,            0.38891, 0.38061, -0.28456,   24.61263, 1534,      3,3,2    
-0.17837, 0.05245,   -0.24223, -1.26274, 0.10971,         -0.10017, -0.11402,   -0.83170, 4.06637, -1.81057,      31.87183, 60.00000, 0.09526,            0.41884, 0.38258, -0.20784,   24.07843, 1527,      3,3,2    
-0.17806, 0.07497,   0.12556, -1.21568, 0.30043,          -0.10172, -0.18798,   -0.66818, 4.00727, -1.88389,      31.84381, 60.00000, 0.09928,            0.39892, 0.38406, -0.16673,   23.78692, 1523,      3,3,2    
-0.17726, 0.05069,   -0.09713, -1.19619, 0.21634,         -0.10429, -0.15613,   -0.80602, 3.99133, -1.90280,      31.83128, 60.00000, 0.10154,            0.40892, 0.38634, -0.08830,   23.24010, 1515,      3,3,2    
-0.17689, 0.04701,   -0.04009, -1.15815, 0.53820,         -0.10653, -0.31444,   -0.59769, 3.91538, -2.20881,      31.78119, 60.00000, 0.10172,            0.43887, 0.39032, -0.00593,   22.64749, 1507,      3,3,2    
-0.17613, 0.07021,   0.08158, -1.15001, 0.45700,          -0.11006, -0.24438,   -0.57274, 3.88871, -2.02325,      31.76664, 60.00000, 0.10225,            0.39900, 0.39344, 0.02908,   22.38172, 1503,      3,3,2    
-0.17566, 0.02648,   -0.09566, -1.12824, 0.40616,         -0.11246, -0.24522,   -0.22235, 3.81533, -2.16030,      31.74002, 60.00000, 0.09869,            0.41899, 0.39755, 0.22617,   21.01997, 1484,      3,3,2    
-0.17572, 0.01022,   -0.09972, -1.07192, 0.09649,         -0.11441, -0.09651,   -0.24082, 3.72231, -1.94691,      31.71953, 60.00000, 0.10308,            0.41904, 0.40409, 0.27334,   20.63818, 1478,      3,3,2    
-0.17597, -0.02229,   -0.47213, -1.03763, 0.25347,        -0.11561, -0.19869,   -0.32794, 3.65190, -2.23547,      31.72867, 60.00000, 0.09815,            0.41908, 0.40855, 0.24526,   20.78206, 1480,      3,3,2    
-0.17642, -0.00374,   -0.04955, -0.98998, 0.07424,        -0.11705, -0.09108,   -0.28772, 3.53437, -1.99513,      31.73907, 60.00000, 0.09615,            0.43908, 0.41386, 0.28163,   20.48361, 1476,      3,3,2    
-0.17661, -0.03851,   0.14526, -0.97575, 0.16824,         -0.11836, -0.16325,   -0.51951, 3.50917, -2.23597,      31.74667, 60.00000, 0.09826,            0.39919, 0.41714, 0.28849,   20.40516, 1475,      3,3,2    
-0.17695, 0.00366,   -0.15144, -0.95853, 0.24813,         -0.12107, -0.16520,   0.01702, 3.36804, -2.13061,       31.78555, 60.00000, 0.09353,            0.41919, 0.42147, 0.31359,   20.19205, 1472,      3,3,2    
-0.17736, -0.11085,   0.07836, -0.94760, 0.42796,         -0.12368, -0.34116,   -0.27231, 3.32723, -2.80254,      31.80874, 60.00000, 0.09562,            0.40925, 0.42324, 0.30014,   20.26380, 1473,      3,3,2    
-0.17893, -0.09864,   0.00792, -0.92136, 0.19923,         -0.12714, -0.21188,   -0.24147, 3.20263, -2.55884,      31.88298, 60.00000, 0.08995,            0.43924, 0.42689, 0.32248,   20.07673, 1470,      3,3,2    
-0.17967, -0.03422,   0.00367, -0.89916, 0.38240,         -0.12946, -0.25126,   -0.33278, 3.12095, -2.45819,      31.92739, 60.00000, 0.09544,            0.41930, 0.42775, 0.24286,   20.60074, 1478,      3,3,2    
-0.18015, 0.00032,   -0.50042, -0.85642, 0.11330,         -0.13129, -0.08518,   0.00216, 3.01591, -2.06579,       31.99667, 60.00000, 0.08893,            0.43932, 0.43037, 0.22352,   20.70398, 1479,      3,3,2    
-0.18024, -0.06614,   0.05117, -0.84840, 0.37963,         -0.13298, -0.27162,   0.14515, 2.95943, -2.61093,       32.03349, 60.00000, 0.08763,            0.40941, 0.42909, 0.33057,   19.99866, 1469,      3,3,2    
-0.18104, -0.03359,   -0.14227, -0.81429, 0.14391,        -0.13545, -0.12299,   -0.07089, 2.85892, -2.26094,      32.11587, 60.00000, 0.09176,            0.41943, 0.42901, 0.12536,   21.37256, 1489,      3,3,2    
-0.18170, -0.06466,   -0.33435, -0.75890, 0.61302,        -0.13782, -0.38778,   -0.01056, 2.70534, -2.85612,      32.26395, 60.00000, 0.08400,            0.43945, 0.43045, 0.12462,   21.36279, 1489,      3,3,2    
-0.18224, -0.02249,   -0.05376, -0.74620, 0.37247,        -0.14167, -0.22465,   0.00774, 2.65734, -2.45522,       32.31599, 60.00000, 0.08658,            0.41951, 0.42964, 0.10478,   21.50266, 1491,      3,3,2    
-0.18193, 0.01643,   -0.06470, -0.70799, 0.56853,         -0.14462, -0.29079,   -0.03320, 2.51310, -2.47729,      32.48552, 60.00000, 0.08032,            0.41955, 0.43023, 0.10888,   21.46867, 1490,      3,3,2    
-0.18221, 0.01004,   -0.12660, -0.70183, 0.20902,         -0.14667, -0.10730,   0.02259, 2.46319, -2.16830,       32.53746, 60.00000, 0.08625,            0.43956, 0.43287, 0.08349,   21.61136, 1492,      3,3,2    
-0.18165, 0.09823,   -0.17710, -0.65634, 0.66598,         -0.14807, -0.27303,   0.08272, 2.32107, -2.22425,       32.70692, 60.00000, 0.08071,            0.44958, 0.43449, 0.10457,   21.45332, 1490,      3,3,2    
-0.18069, 0.07998,   0.14613, -0.64594, 0.45377,          -0.15103, -0.17078,   0.07369, 2.22752, -2.09530,       32.83941, 60.00000, 0.07917,            0.43962, 0.43513, 0.10244,   21.46041, 1490,      3,3,2    
-0.17991, 0.00329,   -0.01645, -0.62152, 1.11004,         -0.15410, -0.57813,   -0.07880, 2.13862, -3.09285,      32.93643, 60.00000, 0.08407,            0.44965, 0.43772, 0.11168,   21.37159, 1489,      3,3,2    
-0.17974, -0.00311,   -0.40792, -0.60838, 0.85219,        -0.15834, -0.44058,   -0.17133, 2.09048, -2.87490,      33.00178, 60.00000, 0.07867,            0.43968, 0.44023, 0.14673,   21.11187, 1485,      3,3,2    
-0.17972, 0.04105,   0.00638, -0.57433, 0.86738,          -0.16236, -0.40593,   -0.09798, 2.01891, -2.70323,      33.10527, 60.00000, 0.07898,            0.41972, 0.44041, 0.23312,   20.52979, 1477,      3,3,2    
-0.17903, 0.10861,   -0.30775, -0.50307, 0.59503,         -0.16520, -0.19866,   0.06465, 1.89163, -2.12768,       33.29851, 60.00000, 0.07747,            0.43973, 0.44064, 0.20932,   20.68626, 1479,      3,3,2    
-0.17791, 0.07933,   -0.21828, -0.48696, 0.63874,         -0.16717, -0.24429,   -0.21941, 1.85902, -2.30243,      33.36354, 60.00000, 0.07644,            0.43975, 0.44251, 0.17671,   20.88492, 1482,      3,3,2    
-0.17719, 0.10496,   -0.51650, -0.42587, 0.76864,         -0.16907, -0.29193,   0.01186, 1.74342, -2.32632,       33.55629, 60.00000, 0.07706,            0.43977, 0.44476, 0.16914,   20.91278, 1482,      3,3,2    
-0.17592, 0.16826,   -0.11268, -0.40755, 1.26893,         -0.17282, -0.50381,   -0.06117, 1.70433, -2.56095,      33.61468, 60.00000, 0.07669,            0.43979, 0.44587, 0.17816,   20.83917, 1481,      3,3,2    
-0.17465, 0.04794,   -0.06057, -0.36611, 0.87486,         -0.17647, -0.38565,   -0.02274, 1.63503, -2.69254,      33.72465, 60.00000, 0.07871,            0.41982, 0.44485, -0.04466,   22.34010, 1503,      3,3,2    
-0.17391, 0.05689,   -0.62448, -0.27310, 0.87608,         -0.18062, -0.37128,   -0.03723, 1.51525, -2.65676,      33.87323, 60.00000, 0.07753,            0.44983, 0.44483, -0.03737,   22.29200, 1502,      3,3,2    
-0.17347, 0.02229,   -0.66586, -0.21328, 0.56109,         -0.18306, -0.22357,   -0.20691, 1.45912, -2.48233,      33.97628, 60.00000, 0.07479,            0.43985, 0.44389, -0.15716,   23.10334, 1514,      3,3,2    
-0.17273, 0.11104,   -0.44936, -0.19002, 0.94838,         -0.18559, -0.35720,   -0.12281, 1.42905, -2.49560,      34.02777, 60.00000, 0.07702,            0.41987, 0.44030, -0.19126,   23.36567, 1517,      3,3,2    
-0.17160, 0.18280,   -0.49824, -0.11938, 0.87255,         -0.18805, -0.24585,   0.01401, 1.36167, -2.08164,       34.13969, 60.00000, 0.07547,            0.44987, 0.43944, -0.15071,   23.10192, 1514,      3,3,2    
-0.17030, 0.11249,   -0.62763, -0.02035, 0.99298,         -0.19094, -0.37149,   -0.16338, 1.27349, -2.53381,      34.27869, 60.00000, 0.07441,            0.43989, 0.43791, -0.14185,   23.05839, 1513,      3,3,2    
-0.16919, 0.17421,   -0.69744, 0.01645, 0.94197,          -0.19365, -0.28085,   -0.31198, 1.24788, -2.18915,      34.31674, 60.00000, 0.07747,            0.41990, 0.43416, -0.19731,   23.46723, 1519,      3,3,2    
-0.16781, 0.18885,   -0.52509, 0.10516, 1.05716,          -0.19658, -0.32492,   -0.10965, 1.17206, -2.23930,      34.39105, 60.00000, 0.07989,            0.44990, 0.43445, -0.17277,   23.29829, 1516,      3,3,2    
-0.16643, 0.07918,   -0.62892, 0.13553, 0.78144,          -0.19901, -0.26069,   -0.19038, 1.14468, -2.42980,      34.40485, 60.00000, 0.08206,            0.43991, 0.43409, -0.15667,   23.19395, 1515,      3,3,2    
-0.16533, 0.12297,   -0.70790, 0.22706, 0.98792,          -0.20150, -0.33111,   -0.09820, 1.08489, -2.44771,      34.43463, 60.00000, 0.08626,            0.44992, 0.43368, -0.28243,   24.03915, 1526,      3,3,2    
-0.16391, 0.24985,   -1.01402, 0.32546, 1.25712,          -0.20429, -0.35703,   -0.12421, 1.02768, -2.13942,      34.41342, 60.00000, 0.08688,            0.43992, 0.43233, -0.25183,   23.84976, 1524,      3,3,2    
-0.16159, 0.25881,   -0.88491, 0.41302, 1.43760,          -0.20847, -0.43525,   -0.12935, 0.98174, -2.26959,      34.39197, 60.00000, 0.08844,            0.41993, 0.42981, -0.23473,   23.75939, 1523,      3,3,2    
-0.15961, 0.23107,   -0.61642, 0.52485, 1.23249,          -0.21167, -0.32870,   -0.26852, 0.92893, -2.14030,      34.32635, 60.00000, 0.09374,            0.46992, 0.43397, -0.16768,   23.26605, 1516,      3,3,2    
-0.15779, 0.17936,   -0.86446, 0.61708, 1.16031,          -0.21511, -0.31923,   -0.28111, 0.89197, -2.27089,      34.25379, 60.00000, 0.09466,            0.49991, 0.44128, -0.16847,   23.19847, 1515,      3,3,2    
-0.15635, 0.07820,   -0.89135, 0.71804, 0.95192,          -0.21767, -0.27994,   -0.19531, 0.85030, -2.48299,      34.17247, 60.00000, 0.09818,            0.48991, 0.44692, -0.05129,   22.35574, 1503,      3,3,2    
-0.15571, 0.08364,   -0.87890, 0.76645, 1.25948,          -0.22100, -0.43464,   -0.43631, 0.83624, -2.77600,      34.10835, 60.00000, 0.10058,            0.49990, 0.45420, 0.04501,   21.66116, 1493,      3,3,2    
-0.15475, 0.19977,   -1.05728, 0.84319, 1.34775,          -0.22438, -0.36340,   -0.15619, 0.80172, -2.31081,      33.99807, 60.00000, 0.10116,            0.49990, 0.46161, 0.29911,   19.88662, 1467,      3,3,2    
-0.15283, 0.17087,   -1.00462, 0.93323, 1.51087,          -0.22800, -0.46042,   -0.35626, 0.77121, -2.57896,      33.86768, 60.00000, 0.10405,            0.49989, 0.47001, 0.50756,   18.40589, 1445,      3,3,2    
-0.15138, 0.18881,   -0.91876, 1.03458, 1.30330,          -0.23131, -0.31199,   -0.40513, 0.75121, -2.24267,      33.75060, 60.00000, 0.10474,            0.44989, 0.47109, 0.38500,   19.21447, 1457,      3,3,2    
-0.14995, 0.12864,   -1.04041, 1.17344, 1.18577,          -0.23458, -0.28172,   -0.48341, 0.72784, -2.35741,      33.56719, 60.00000, 0.09982,            0.44988, 0.47129, 0.35262,   19.43029, 1461,      3,3,2    
-0.14903, 0.10349,   -1.13489, 1.26396, 0.97170,          -0.23651, -0.17491,   -0.53893, 0.71870, -2.22495,      33.45671, 60.00000, 0.10018,            0.43987, 0.47060, 0.36010,   19.38863, 1460,      3,3,2    
-0.14804, 0.12147,   -0.98410, 1.34373, 1.04133,          -0.23806, -0.18683,   -0.57552, 0.72079, -2.19274,      33.34823, 60.00000, 0.10105,            0.43985, 0.47072, 0.17280,   20.64032, 1478,      3,3,2    
-0.14716, 0.03008,   -0.86609, 1.38799, 0.99232,          -0.23978, -0.22810,   -0.64839, 0.71942, -2.53341,      33.26853, 60.00000, 0.10031,            0.44983, 0.46800, 0.14658,   20.84246, 1481,      3,3,2    
-0.14647, 0.16547,   -0.98356, 1.52072, 1.55394,          -0.24304, -0.39805,   -0.59851, 0.71502, -2.46766,      33.08504, 60.00000, 0.10183,            0.46981, 0.46530, 0.09809,   21.19478, 1486,      3,3,2    
-0.14508, 0.17235,   -1.02080, 1.56298, 1.45246,          -0.24611, -0.32244,   -0.76400, 0.72014, -2.30529,      33.00534, 60.00000, 0.10216,            0.44980, 0.46581, 0.09190,   21.23270, 1487,      3,3,2    
-0.14233, 0.38595,   -0.85187, 1.63209, 1.83676,          -0.24934, -0.32895,   -0.53446, 0.73305, -1.68845,      32.89490, 60.00000, 0.10033,            0.46977, 0.46649, 0.24880,   20.17336, 1472,      3,3,2    
-0.13960, 0.18600,   -0.66373, 1.74356, 1.36658,          -0.25196, -0.22950,   -0.81775, 0.75065, -2.07008,      32.68465, 60.00000, 0.10329,            0.46975, 0.46806, 0.26334,   20.05984, 1470,      3,3,2    
-0.13781, 0.16956,   -1.02310, 1.82618, 1.40596,          -0.25435, -0.24929,   -0.77656, 0.76707, -2.14851,      32.56085, 60.00000, 0.10322,            0.43975, 0.46788, 0.13006,   20.95623, 1483,      3,3,2    
-0.13652, 0.08749,   -1.05182, 1.90882, 1.09111,          -0.25626, -0.13648,   -0.76893, 0.78334, -2.17028,      32.44378, 60.00000, 0.10409,            0.43973, 0.46651, -0.01492,   21.94125, 1497,      3,3,2    
-0.13498, 0.22132,   -0.79907, 1.94447, 1.24114,          -0.25743, -0.09519,   -0.70446, 0.78589, -1.69351,      32.34199, 60.00000, 0.10546,            0.44970, 0.46436, 0.07995,   21.32494, 1488,      3,3,2    
-0.13315, 0.21545,   -1.10718, 2.07223, 1.27055,          -0.25844, -0.10695,   -0.86699, 0.82248, -1.72173,      32.27129, 60.00000, 0.10151,            0.46966, 0.46691, 0.11157,   21.09108, 1485,      3,3,2    
-0.13046, 0.23608,   -0.86391, 2.10588, 1.54507,          -0.26012, -0.22090,   -0.78684, 0.83201, -1.85830,      32.24258, 60.00000, 0.10690,            0.46963, 0.46879, 0.10472,   21.11541, 1485,      3,3,2    
-0.12873, 0.18384,   -0.88784, 2.19332, 1.56410,          -0.26196, -0.26281,   -0.70643, 0.85679, -2.08220,      32.17658, 60.00000, 0.10127,            0.44963, 0.46882, 0.09361,   21.18996, 1486,      3,3,2    
-0.12701, 0.20014,   -0.58539, 2.22502, 1.76696,          -0.26472, -0.34183,   -0.86153, 0.87304, -2.17809,      32.15467, 60.00000, 0.10114,            0.48957, 0.47075, 0.07233,   21.31134, 1488,      3,3,2    
-0.12553, 0.12757,   -1.17941, 2.33071, 1.49844,          -0.26740, -0.25146,   -0.97489, 0.91046, -2.22487,      32.11963, 60.00000, 0.10211,            0.44958, 0.46696, -0.07844,   22.36476, 1503,      3,3,2    
-0.12396, 0.23308,   -0.80934, 2.35569, 1.66229,          -0.27007, -0.24062,   -0.90787, 0.92487, -1.89601,      32.11309, 60.00000, 0.09867,            0.44956, 0.46327, -0.18610,   23.11937, 1514,      3,3,2    
-0.12254, 0.08903,   -0.69414, 2.41882, 1.21058,          -0.27156, -0.11989,   -0.91488, 0.95824, -2.09454,      32.17790, 60.00000, 0.10018,            0.43955, 0.46059, -0.13114,   22.77698, 1509,      3,3,2    
-0.12141, 0.14895,   -0.91963, 2.49914, 1.17116,          -0.27306, -0.05045,   -0.75215, 0.98282, -1.79470,      32.31096, 60.00000, 0.09763,            0.44952, 0.45677, -0.16593,   23.04953, 1513,      3,3,2    
-0.12033, 0.10942,   -0.94209, 2.55749, 1.22168,          -0.27342, -0.10492,   -0.89935, 1.00758, -2.00401,      32.36230, 60.00000, 0.10025,            0.44950, 0.45366, -0.16829,   23.09807, 1513,      3,3,2    
-0.11940, 0.16988,   -0.87749, 2.62445, 1.31177,          -0.27436, -0.10307,   -0.71190, 1.02770, -1.82605,      32.42036, 60.00000, 0.09628,            0.46945, 0.45494, -0.05207,   22.30500, 1502,      3,3,2    
-0.11836, 0.04949,   -0.99829, 2.65594, 1.04655,          -0.27526, -0.06014,   -1.04057, 1.04468, -2.09536,      32.46486, 60.00000, 0.10338,            0.46942, 0.45526, -0.09460,   22.58925, 1506,      3,3,2    
-0.11771, 0.08642,   -1.08902, 2.73992, 1.30803,          -0.27649, -0.16518,   -1.11865, 1.10632, -2.18640,      32.52351, 60.00000, 0.10038,            0.41945, 0.45092, -0.14371,   22.96410, 1511,      3,3,2    
-0.11696, 0.15277,   -0.68472, 2.76278, 1.32680,          -0.27764, -0.11627,   -1.03635, 1.12786, -1.90218,      32.54596, 60.00000, 0.10221,            0.44939, 0.44892, -0.16311,   23.10905, 1514,      3,3,2    
-0.11569, 0.06739,   -0.97271, 2.81347, 1.16800,          -0.27891, -0.09756,   -1.28538, 1.17913, -2.11282,      32.54877, 60.00000, 0.10600,            0.43938, 0.44533, -0.33058,   24.27038, 1529,      3,3,2    
-0.11530, 0.08060,   -0.91259, 2.85050, 1.30702,          -0.27979, -0.15770,   -1.08426, 1.22680, -2.18855,      32.57837, 60.00000, 0.10175,            0.43935, 0.44257, -0.33532,   24.32666, 1530,      3,3,2    
-0.11422, 0.09919,   -0.75318, 2.92338, 1.28011,          -0.28097, -0.12322,   -0.99861, 1.27683, -2.06784,      32.55059, 60.00000, 0.10279,            0.43933, 0.43990, -0.16164,   23.18773, 1515,      3,3,2    
-0.11353, 0.12851,   -0.54760, 2.93471, 1.17653,          -0.28163, -0.04133,   -1.00326, 1.28763, -1.82777,      32.56423, 60.00000, 0.10130,            0.43931, 0.43942, 0.06975,   21.64176, 1493,      3,3,2    
-0.11156, 0.25091,   -0.47566, 2.98166, 1.51096,          -0.28245, -0.10966,   -1.04454, 1.35181, -1.58764,      32.52986, 60.00000, 0.10370,            0.44928, 0.44205, -0.11456,   22.84874, 1510,      3,3,2    
-0.10990, 0.14016,   -0.44964, 3.00074, 1.13470,          -0.28318, 0.00200,   -0.90358, 1.38643, -1.69354,       32.52374, 60.00000, 0.09897,            0.44926, 0.44192, -0.14051,   23.02143, 1512,      3,3,2    
-0.10810, 0.18372,   -0.63718, 3.03346, 1.13908,          -0.28322, 0.04030,   -1.03926, 1.42441, -1.48146,       32.48029, 60.00000, 0.10844,            0.43925, 0.43988, -0.23158,   23.65274, 1521,      3,3,2    
-0.10705, 0.02828,   -0.47343, 3.05543, 0.87352,          -0.28265, 0.05322,   -1.10461, 1.47416, -1.89962,       32.45907, 60.00000, 0.10713,            0.43924, 0.43791, -0.34684,   24.44406, 1532,      3,3,2    
-0.10687, 0.06825,   -0.55840, 3.05065, 0.85022,          -0.28190, 0.09780,   -1.17459, 1.51617, -1.69457,       32.43950, 60.00000, 0.10130,            0.44921, 0.43601, -0.44232,   25.10296, 1541,      3,3,2    
-0.10659, -0.02084,   -0.17025, 3.05073, 0.84956,         -0.28119, 0.02513,   -1.26602, 1.56644, -2.08321,       32.39602, 60.00000, 0.10476,            0.41925, 0.43078, -0.44604,   25.17919, 1542,      3,3,2    
-0.10708, -0.02834,   -0.22639, 3.03741, 0.95264,         -0.28097, -0.03423,   -1.16336, 1.61281, -2.21623,      32.35238, 60.00000, 0.10406,            0.43921, 0.42888, -0.24362,   23.84168, 1524,      3,3,2    
-0.10759, -0.03702,   -0.37124, 3.03774, 0.91852,         -0.28106, -0.02279,   -1.24246, 1.66293, -2.22340,      32.29546, 60.00000, 0.10356,            0.41924, 0.42724, -0.23645,   23.81052, 1523,      3,3,2    
-0.10793, 0.02104,   -0.43314, 3.03423, 0.85453,          -0.28100, 0.05869,   -1.46059, 1.72649, -1.90370,       32.23871, 60.00000, 0.10481,            0.43919, 0.42781, -0.01356,   22.31457, 1502,      3,3,2    
-0.10791, -0.01559,   -0.43517, 3.03689, 0.90392,         -0.28072, 0.00481,   -1.25072, 1.76947, -2.10739,       32.15288, 60.00000, 0.10917,            0.44916, 0.42971, -0.05913,   22.59738, 1506,      3,3,2    
-0.10811, -0.02206,   -0.41497, 3.04117, 0.94638,         -0.28078, -0.01908,   -1.11371, 1.80605, -2.16947,      32.09388, 60.00000, 0.10150,            0.43917, 0.43168, 0.03598,   21.93910, 1497,      3,3,2    
-0.10837, -0.03387,   -0.38798, 3.04933, 0.88290,         -0.28098, 0.00652,   -1.28874, 1.82935, -2.15792,       32.04337, 60.00000, 0.11199,            0.43915, 0.43093, -0.02094,   22.32829, 1503,      3,3,2    
-0.10792, 0.17697,   -0.27512, 3.02632, 1.06157,          -0.28070, 0.08468,   -1.10885, 1.88646, -1.39070,       31.94210, 60.00000, 0.10462,            0.43915, 0.43353, 0.17476,   20.98970, 1483,      3,3,2    
-0.10680, 0.11172,   0.07299, 3.00103, 1.02257,           -0.28020, 0.05588,   -1.35336, 1.95100, -1.62236,       31.88510, 60.00000, 0.10648,            0.43914, 0.43706, 0.20491,   20.75318, 1480,      3,3,2    
-0.10512, 0.10173,   -0.37644, 2.98733, 0.69753,          -0.27910, 0.21507,   -1.58046, 2.02612, -1.34256,       31.82835, 60.00000, 0.10603,            0.43913, 0.43958, 0.21052,   20.69199, 1479,      3,3,2    
-0.10419, 0.18452,   0.11473, 2.96946, 1.05965,           -0.27797, 0.09704,   -1.41240, 2.06418, -1.30127,       31.79983, 60.00000, 0.10704,            0.43912, 0.44291, 0.06504,   21.62901, 1493,      3,3,2    
-0.10238, 0.10401,   -0.11856, 2.91753, 0.57790,          -0.27609, 0.27739,   -1.39315, 2.17186, -1.18692,       31.73435, 60.00000, 0.10383,            0.43912, 0.44371, 0.23557,   20.47818, 1476,      3,3,2    
-0.10168, 0.08562,   -0.11549, 2.89249, 0.82533,          -0.27416, 0.13615,   -1.47873, 2.23650, -1.48267,       31.67722, 60.00000, 0.10768,            0.44909, 0.44437, 0.21224,   20.62786, 1478,      3,3,2    
-0.10173, -0.05487,   -0.17353, 2.88027, 0.70356,         -0.27275, 0.08563,   -1.36403, 2.25465, -1.98072,       31.66382, 60.00000, 0.09844,            0.44908, 0.44784, 0.41650,   19.22320, 1457,      3,3,2    
-0.10235, -0.11965,   0.08324, 2.82173, 0.56351,          -0.27203, 0.10428,   -1.66776, 2.36059, -2.13786,       31.60478, 60.00000, 0.09926,            0.44908, 0.44889, 0.36989,   19.52636, 1462,      3,3,2    
-0.10326, -0.06271,   -0.26597, 2.80585, 0.78772,         -0.27128, 0.03315,   -1.62844, 2.39217, -2.10174,       31.58474, 60.00000, 0.10286,            0.43909, 0.44998, 0.18237,   20.77034, 1480,      3,3,2    
-0.10435, -0.11298,   -0.08489, 2.74669, 0.67269,         -0.27057, 0.04860,   -1.75976, 2.49892, -2.22620,       31.57839, 60.00000, 0.09732,            0.44906, 0.45143, 0.32791,   19.80215, 1466,      3,3,2    
-0.10559, -0.14472,   0.49387, 2.69312, 0.50819,          -0.26989, 0.10211,   -1.81378, 2.58553, -2.22896,       31.57853, 60.00000, 0.09773,            0.48896, 0.45679, 0.35413,   19.57358, 1463,      3,3,2    
-0.10663, -0.13798,   -0.03370, 2.63826, 0.24936,         -0.26818, 0.23057,   -1.62947, 2.65012, -1.97675,       31.59177, 60.00000, 0.09602,            0.46901, 0.46219, 0.45218,   18.85984, 1452,      3,3,2    
-0.10788, -0.10535,   0.19306, 2.57947, 0.59247,          -0.26643, 0.07623,   -1.64209, 2.72833, -2.16183,       31.61368, 60.00000, 0.09697,            0.46899, 0.46507, 0.44934,   18.84939, 1452,      3,3,2    
-0.10890, -0.06700,   0.24340, 2.52044, 0.65390,          -0.26537, 0.07117,   -1.45164, 2.78394, -2.06032,       31.59106, 60.00000, 0.09172,            0.44903, 0.46620, 0.29257,   19.88621, 1467,      3,3,2    
-0.10997, -0.07849,   0.12026, 2.47873, 0.63285,          -0.26428, 0.06826,   -1.45357, 2.83007, -2.10222,       31.57053, 60.00000, 0.09461,            0.46899, 0.46969, 0.27623,   19.96035, 1468,      3,3,2    
-0.11062, -0.09275,   0.11415, 2.45093, 0.36785,          -0.26283, 0.18554,   -1.46911, 2.85128, -1.93002,       31.57021, 60.00000, 0.08545,            0.44903, 0.46949, 0.24617,   20.16418, 1471,      3,3,2    
-0.11135, -0.06910,   0.01319, 2.41844, 0.66639,          -0.26167, 0.05001,   -1.63151, 2.91477, -2.10568,       31.57017, 60.00000, 0.09437,            0.43904, 0.46722, 0.17040,   20.69608, 1479,      3,3,2    
-0.11210, -0.03127,   -0.19183, 2.37834, 0.32003,         -0.25986, 0.24579,   -1.58471, 2.97678, -1.63796,       31.61411, 60.00000, 0.08674,            0.44901, 0.46652, 0.19971,   20.50623, 1476,      3,3,2    
